"row_description","tree","tree_root","gene","num_missing_taxa","tree_length","Abylopsis_tetragona","Acanthoeca_sp","Acropora_digitifera","Agalma_elegans","Aiptasia_pallida","Amphimedon_queenslandica","Aphrocallistes_vastus","Beroe_abyssicola","Beroe_forskalii","Beroe_ovata","Beroe_sp_Antarctica","Beroe_sp_Queensland_Australia","Bolinopsis_ashleyi","Bolinopsis_infundibulum","Bolocera_tuediae","Callianira_Antarctica","Capitella_teleta","Cestum_veneris","Chondrilla_nucula","Cliona_varians","Coeloplana_astericola","Corticium_candelabrum","Craseo_lathetica","Crella_elegans","Ctenophora_sp_Florida_USA","Cydippida_sp","Cydippida_sp_Maryland_USA","Daphnia_pulex","Drosophila_melanogaster","Dryodora_glandiformis","Eunicella_verrucosa","Euplokamis_dunlapae","Eurhamphaea_vexilligera","Hemithris_psittacea","Homo_sapiens","Hormathia_digitata","Hormiphora_californica","Hormiphora_palmata","Hyalonema_populiferum","Hydra_oligactis","Hydra_viridissima","Hydra_vulgaris","Ircinia_fasciculata","Kirkpatrickia_variolosa","Latrunculia_apicalis","Lobata_sp_Punta_Arenas_Argentina","Lobatolampea_tetragona","Mertensiidae_sp_Antarctica","Mertensiidae_sp_Washington_USA","Mnemiopsis_leidyi","Monosiga_brevicolis","Monosiga_ovata","Mycale_phylophylla","Nanomia_bijuga","Nematostella_vectensis","Ocyropsis_crystallina","Ocyropsis_sp_Bimini_Bahamas","Ocyropsis_sp_Florida_USA","Oscarella_carmela","Periphyla_periphyla","Petrosia_ficiformis","Physalia_physalia","Pleurobrachia_bachei","Pleurobrachia_pileus","Pleurobrachia_sp_South_Carolina_USA","Pseudospongosorites_suberitoides","Rossella_fibulata","Salpingoeca_pyxidium","Salpingoeca_rosetta","Spongilla_lacustris","Strongylocentrotus_purpatus","Sycon_ciliatum","Sycon_coactum","Sympagella_nux","Vallicula_sp"
"root_to_tip_distance","gene_tree_021","Drosophila_melanogaster","21","36","15.6335252088","1.3877827785","2.7797606661",NA,"1.1402369264","0.8387347474","1.147791936","2.2435502411",NA,NA,NA,NA,NA,NA,NA,"0.784590893",NA,"0.5231796094",NA,"1.0309167367","0.9424171137",NA,NA,"1.2263613412","0.98438141",NA,NA,NA,"0.3060069297","0.4424011645",NA,"0.8809251358",NA,NA,"0.4295715756","0.4879453757",NA,NA,NA,NA,"1.1589970332","1.1556306029","1.1724624277",NA,"0.9974595899","1.037361533",NA,NA,NA,NA,NA,"3.5027390861",NA,"0.9949038445","1.2116087464","0.8852383398",NA,NA,NA,"1.0042346983","0.9753775667","1.0399313089","1.128111853",NA,NA,NA,"0.9919463539","1.8790188567","2.0263754224","3.0301100362","1.2164104538","0.469803628","1.2121120517","1.1770670645","1.9781394883",NA
"root_to_tip_distance","gene_tree_022","Drosophila_melanogaster","22","27","11.7001677841","0.7859155236","1.1746010376","0.4988969587","0.6584115607","0.512303523","1.0100817758","1.2291787036","0.9371896403","0.9536808032",NA,NA,"0.9555886858",NA,"0.9108075277",NA,NA,"0.5433782817",NA,NA,"0.9143578786",NA,NA,"0.7532217848",NA,NA,"0.8883468495","0.9174620077","0.4260224139","0.5371893213","0.9670819174","0.5440252935",NA,"0.8885939579","0.4805838661","0.4970265545",NA,"0.9433143455",NA,"1.1757237275","0.6882695007","0.6479586954","0.6762378462","0.874766127","0.9181736352","0.9006409786",NA,NA,NA,"0.8934149977","0.9025773171","1.4521900208",NA,"0.9060134695","0.7816886087","0.539510765","0.9271691633","0.9337048482",NA,"0.5832199293",NA,"0.9242464721",NA,"0.9328155917","0.9424942855",NA,NA,NA,NA,"1.222313157",NA,"0.4232394158","0.6367814465","0.6542075193","1.2282608595",NA
"root_to_tip_distance","gene_tree_023","Drosophila_melanogaster","23","35","17.0951731186","1.0664164064","1.7490947676",NA,"1.0203155141","0.9017864103","1.257806993","1.8150889747",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.7535666052",NA,"1.1218643899","1.0290484125",NA,NA,"0.9777602111","1.0720930413",NA,NA,NA,"0.4450888562","0.7274834197",NA,"0.9100482677",NA,NA,"0.8928080497","0.8794873282","0.8835588791",NA,NA,"1.8297399593","1.0228028107","0.9400487376","1.0347434162",NA,"1.1075798358","1.0894015218",NA,NA,NA,NA,NA,"1.596589622","1.8708137751","1.142167764","1.0150495682","0.8775766993",NA,NA,NA,"1.2891773571","0.8736670187","1.166979533","1.0229891151",NA,NA,NA,NA,"1.8090059912","1.7084769284","1.7161191162","1.0172461997","1.0255828392","1.1123978555","1.0746265411","1.7771942066",NA
"root_to_tip_distance","gene_tree_024","Drosophila_melanogaster","24","25","9.2327014088","0.6831970177","1.147582147","0.9595820351","0.6879366974","0.1404674182","0.7335526736","0.8279206868",NA,NA,NA,NA,NA,"1.2954811276",NA,"0.6564442818",NA,"0.2831582207",NA,"0.2922647074","0.9445765787","0.3491199147","0.6546077399","0.7153886543",NA,NA,NA,NA,"0.1626095685","0.2323259714",NA,"0.7188319071","0.3480825425",NA,"0.2831971966","0.5959548605","0.6623155663",NA,NA,"0.3428193088","0.8111214743","0.7876830965","0.8349577195","0.7698971336","0.8097150113","0.7608189314",NA,NA,NA,"0.3808802993","0.3765166904","0.9117976069","1.0411272567","0.7091294789","0.7552292622","0.7483517329",NA,NA,NA,"0.6560174067","0.6744520895","0.7590157932","0.6876466957",NA,NA,NA,"0.8341120726","0.3735892407","0.9433927396","0.9558977726","0.4268314544","0.5941531157","0.6751309802","0.5204967112","0.9687502317","0.3398669584"
"root_to_tip_distance","gene_tree_025","Drosophila_melanogaster","25","36","17.8619410417",NA,NA,NA,"0.990375694","0.7569138456","1.5040247883","2.0604830722",NA,"1.9869626749","2.1710640532",NA,"1.9910520804",NA,NA,NA,"2.0120667383","0.7641631384",NA,NA,"1.388494557",NA,NA,NA,"1.4527985754",NA,"1.9066094052","2.0730281271","0.4146006495","0.9547334056","1.891029333","0.6594904333",NA,NA,"0.7980616733","0.642484681","0.8299105744","1.8991683557",NA,NA,NA,NA,NA,NA,"1.410649171","1.4044690189",NA,"1.9008206148",NA,NA,"1.9499703068","2.9209457033",NA,"1.4490226272",NA,"0.765944382","1.9502156137","1.9490016346",NA,"1.120443777",NA,NA,NA,"1.9332017941","1.9560420395",NA,NA,"2.199682351",NA,"2.6519599372",NA,NA,"1.2559406124","1.2019570852","2.0922393163","1.9499703068"
"root_to_tip_distance","gene_tree_026","Drosophila_melanogaster","26","31","7.8605055103","0.2342751334","0.2860541582",NA,"0.2272886146","0.4855623821","0.3001832166","0.2806097004",NA,NA,NA,NA,NA,NA,NA,"0.216050145",NA,"0.1390568317",NA,"0.20708505","0.0949020549",NA,"0.297148121","0.2427641194","0.2927582096",NA,NA,"0.06768595","0.0844348903","0.0272238176",NA,"0.1527163438",NA,NA,"0.1265878145","0.2135843786","0.2062260487",NA,NA,"0.3261449269","0.2390738218","0.2390759175","0.2461942714","0.1898949947","0.3173285663","0.3263081745",NA,"5.1853695772",NA,NA,NA,"0.2000931852","0.3576903656","0.2935660803","0.2180604794","0.187925789",NA,NA,NA,"0.2282425797","0.2267174054","0.3405283292","0.1896799711",NA,NA,NA,"0.2707036386",NA,"0.2594987681","0.3806101684","0.0851420828","0.0468978731","0.19982077","0.8663433245",NA,NA
"root_to_tip_distance","gene_tree_027","Drosophila_melanogaster","27","29","19.2605481939",NA,"2.9599914178","0.9974011098","1.0416912937","0.9655247062","1.1864155544","1.6591434691","1.1581211515",NA,NA,NA,NA,NA,NA,"0.9775342001","1.1103203803","0.5587062494","1.1904614306","1.2247162109","1.148050728",NA,NA,"1.1180348866","1.244917197",NA,NA,"1.1119721273","0.341539613","0.6778365065",NA,"0.9021303875","1.1284245776",NA,"0.553390698","0.617727822","0.9685537609","1.1670541585",NA,"1.5237567573",NA,"1.0292703093","1.0347635228",NA,"1.2294679321","1.1984230688",NA,NA,NA,NA,"1.1381523244","3.4971818589",NA,NA,NA,"0.8972434972","1.1579005024","1.1264391259",NA,"1.3923331929",NA,"1.1679883547","0.9236770494",NA,"1.2375561535",NA,NA,"1.7346323357","2.5018622555","3.5987882837","1.277787368","0.5781814077","1.7567488876","1.588112154","1.7132699914",NA
"root_to_tip_distance","gene_tree_028","Drosophila_melanogaster","28","38","13.0281347797","1.4330183089","1.2964480532",NA,"1.3895435837","0.6962363875","1.0624958337","2.2286432543",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6360869742",NA,"0.8446113324","1.0579355171",NA,"0.7855648291","1.3868562051",NA,NA,NA,NA,"0.5692163171","0.4392861899",NA,"0.9165234357",NA,NA,"0.7009880477","0.5554532245",NA,NA,NA,"2.5974377623","1.4276522733","1.3855806577","1.4075444918",NA,"1.0979635502","1.252687155",NA,NA,NA,NA,NA,"1.6699032769","1.3871642362","1.1579615779","1.3943566836","0.8109340893",NA,NA,NA,"0.7983932302","1.1188360787","0.9515817194","1.5825992137",NA,NA,NA,NA,"2.2232088882",NA,"1.7152151007",NA,"0.6195552573","0.9044721825","0.9297768727","2.2354557157",NA
"root_to_tip_distance","gene_tree_029","Drosophila_melanogaster","29","31","11.6328249725","0.4722533222","0.6451402758","0.4101461235","0.336443369","0.3302238256","0.327226821","0.4945422955",NA,NA,NA,NA,NA,NA,NA,"0.3690323885",NA,"0.1776254792",NA,NA,"0.3216038989",NA,"0.3001514921","0.4320202697","0.3248950351",NA,NA,"2.0738886726","0.0324631691","0.048009175",NA,"0.2992864584",NA,NA,"0.1246920426","0.0746525504","0.3402368119",NA,NA,"0.5214529452","0.3909111787",NA,"0.3909111379",NA,"0.3172642571","0.2976971744","1.8921631297","2.5432379559",NA,NA,NA,"0.7204115753","0.5987310636","0.3009774615","0.3403816711","0.2883511534",NA,NA,NA,"0.3455948829","0.378301063","0.3537673665","0.3515126862",NA,NA,NA,"0.2886962527","0.5047372305","1.7398189367","0.6839125369",NA,"0.1083214836","0.3660844617","0.3889443989","0.493256131",NA
"root_to_tip_distance","gene_tree_030","Drosophila_melanogaster","30","31","13.7787226813","0.7164937497","1.9182816166",NA,"0.4366437989","0.3785660519","0.6891448414","0.7311819789",NA,NA,NA,NA,NA,"1.9729705337",NA,NA,NA,"0.2974210458",NA,"0.7837313108","0.5763935629",NA,"0.4937515186","0.4644775965","0.6046075367",NA,NA,NA,"0.1178924093","0.3015241014","0.5530060565","0.2605113785",NA,NA,"0.2579279549","0.2133511114","0.3753864944",NA,NA,NA,"0.4030513643","0.3939846625","0.4033104081","0.5340608737","0.626095581","0.6452542107",NA,NA,NA,NA,NA,"1.9080660101","1.1722073557","0.6640180072","0.4619537287","0.3393606446",NA,NA,NA,"0.5986587527","0.3873487999","0.5273532774","0.4041467529",NA,NA,NA,"0.5799110304","0.797346895","1.3215767169","2.2135425886","0.5644649919","0.2450893142","0.6006403867","0.7771578846","0.7889947516",NA
"root_to_tip_distance","gene_tree_031","Drosophila_melanogaster","31","29","9.3900949334","0.6837291062","0.9090493485","0.3640610001","0.6812196415","0.3749439346","0.3880774292","0.4860245162",NA,NA,NA,NA,NA,"1.1833689168",NA,NA,NA,"0.3251868263",NA,"0.4656367842","0.4183932287",NA,"0.4126907516","0.7084091597","1.1076985859",NA,NA,NA,"0.0990347911","0.1108892668",NA,"0.4302040712","0.4907342565",NA,"0.3906097522","0.2939098351","0.4046865735",NA,NA,"0.5573296046","0.587431212","0.6115934459","0.5834007542","0.305409083","0.4637422482","0.4738716197",NA,NA,NA,NA,NA,"0.7752447998","0.7756909221","0.4591425033","0.7312528556","0.3607525056",NA,NA,NA,"0.4123728995","0.4164648526","0.3483704605","0.3495842694",NA,NA,NA,"0.4587183099","0.5189729532","0.6891869222","0.8112148544","0.4379277109","0.3056927732","0.7546890502","0.7991878411","0.5008508173",NA
"root_to_tip_distance","gene_tree_032","Drosophila_melanogaster","32","34","8.4535916066","0.6110991532","0.9457768363","0.4417308647","0.5481307492","0.3972955053","0.7490073264","0.9747038172","0.8528492838","0.8554961295","0.863768763",NA,NA,NA,NA,"0.5036489879","0.9018250741","0.2980197773",NA,NA,NA,NA,NA,"0.5886778961",NA,NA,NA,"0.9056428289","0.1221853695","0.2896357276","0.9115537136","0.4375450374","0.8216927201",NA,"0.3379266847","0.4267291843",NA,"0.9655671374",NA,NA,NA,"0.4746751598","0.4976272589",NA,"0.8049542817","0.7138981958",NA,"1.0218976136","0.8886264395",NA,NA,"0.8231220307",NA,NA,NA,"0.4251732053",NA,NA,NA,"0.5074977575",NA,NA,NA,"0.9746551191","0.9595080834",NA,NA,"0.9519659961",NA,"0.9797311789","0.710836526","0.4658754583","0.5720119823",NA,"0.9248125957","1.0215946142"
"root_to_tip_distance","gene_tree_033","Drosophila_melanogaster","33","35","5.2714991809","0.3856982864","1.469756385","0.3213217812","0.3564550564","0.2514803939","0.4019441462","0.4947150069",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1683523045",NA,NA,"0.3116422059",NA,"0.3059161302","0.3539640593","0.3274834909",NA,NA,NA,"0.0592565053","0.1410903726",NA,"0.2728187579",NA,NA,"0.1574685833","0.1804393277","0.2622298958",NA,NA,"0.5193517613",NA,NA,"0.3565054283","0.3108808769","0.3399322713","0.348992981",NA,NA,NA,NA,NA,"0.7272367702",NA,"0.3320148639","0.3600705341","0.2673940106",NA,NA,NA,"0.2599532819","0.3196134151","0.3679471533","0.3765429155",NA,NA,NA,"0.3005002315","0.5150683626","0.5366520456","0.8135294772","0.3817238357","0.2039707669","0.2802007735","0.2571483415","0.5187174009",NA
"root_to_tip_distance","gene_tree_034","Drosophila_melanogaster","34","38","18.263720036","1.0842023806","2.3330674149",NA,"1.078770467","0.9308414813","1.3203039218","2.1827794062",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8635461573",NA,"1.3250688669","1.204794316",NA,NA,"1.0447434923","1.240944887",NA,NA,NA,"0.540666836","0.5598962307",NA,"0.9143639314","1.5504389701",NA,"0.7334387249","0.7632810894","0.9804154698",NA,NA,NA,NA,"1.1899358069","1.1538552248",NA,"1.2403513026",NA,NA,NA,NA,NA,NA,"2.3391032219","1.9744536423","1.3314746735","1.1045872863","0.9055847316",NA,NA,NA,"0.9501971381","1.0020962188",NA,"1.136609535",NA,NA,NA,"1.1955089452","2.1654408432",NA,"2.1939011717","1.619137188","0.7219754263","1.3772949387","1.4217166293","2.1588048951",NA
"root_to_tip_distance","gene_tree_035","Drosophila_melanogaster","35","35","16.3466131878","0.878916392","2.1577564923",NA,"0.8603929915","0.651394358","0.9197665073","1.2484930622",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3397469796",NA,"1.0001507728","0.875955552",NA,"0.8491407405","0.8330697358","1.0388658068",NA,NA,NA,"0.254292687","0.5621067184",NA,"0.6897110239",NA,NA,"0.4373257702","0.4180088298","0.6826342475",NA,NA,"1.2194140065",NA,"0.9005425807","0.9187305272","0.9243421997","0.9867432099","0.95219561",NA,NA,NA,NA,NA,"2.4677279092",NA,"0.9499955151","0.8551707036","0.6016941609",NA,NA,NA,"0.7761315452","0.7140956025",NA,"0.8211329002",NA,NA,NA,"0.9869693331","1.3114367472","2.6679651147","2.7003582828","0.8523541208","0.4912421869","1.0892453921","1.0126654622","1.2840476294",NA
"root_to_tip_distance","gene_tree_036","Drosophila_melanogaster","36","30","4.6085274057","0.1934838231","0.4401988975",NA,"0.2384473873","0.1294840674","0.2662535904","0.2387489276",NA,NA,NA,NA,NA,"0.2372968926",NA,"0.1301887807",NA,"0.1052014543",NA,"0.164909861","0.1809584284",NA,"0.2717145472","0.164273567","0.3134675152",NA,NA,"0.18983172","0.2345405273","0.1447996165",NA,NA,NA,NA,"0.0614191719","0.2048478965","0.1342118443",NA,NA,"0.2926506423","0.3632327","0.1706574227","0.3480598057","0.1568686194","0.1356006227","0.1286226171",NA,NA,NA,NA,NA,"0.360301636","0.2833861716","0.1216332622","0.1701941484","0.1004045167",NA,NA,NA,"0.1945870816","0.1575691289","0.1415046116","0.1709465062",NA,NA,NA,"0.0965991114","0.2839439562","0.3430439577","0.3600522929","0.179745287","0.2027365896","0.1310445711","0.0896149153","0.2762367791",NA
"root_to_tip_distance","gene_tree_037","Drosophila_melanogaster","37","35","8.4473508314","0.6999744433","1.0606289279",NA,"0.6257557308","0.59970275","0.7221577149","1.0013468192",NA,NA,NA,NA,NA,NA,NA,"0.6267554766",NA,"0.4729813954",NA,"0.7696690582","0.6480518859",NA,"0.6158504435","0.675649007","0.7363272192",NA,NA,NA,"0.2182462025","0.2904276347",NA,"0.6204530156",NA,NA,"0.4045813985","0.4341480964","0.5663754928",NA,NA,NA,NA,"0.6708490143","0.6434756606","0.7648752003","0.7241125397","0.7060835324",NA,NA,NA,NA,NA,"1.1023375523","0.907664501","0.707343626","0.6409997245","0.6128162936",NA,NA,NA,"0.6764305222",NA,"0.6426968795","0.7086957428",NA,NA,NA,"0.6987562829","1.0579314431",NA,"1.002479175","0.653088037","0.5002212837","0.7647343457","0.8127307712","1.0092353946",NA
"root_to_tip_distance","gene_tree_038","Drosophila_melanogaster","38","30","7.4250030664","0.3572907452","0.6222985695","0.3130244041","0.3320328635","0.4287698917","0.5078686037",NA,NA,NA,NA,NA,NA,NA,NA,"0.4079529264",NA,"0.2654282915",NA,"0.4415663102","0.2577146334","0.1229755039","0.5261494172","0.3289288087","0.2819296294",NA,NA,"0.4534657835","0.1196181412","0.1517736339",NA,"0.4485366798",NA,NA,"0.2248006225","0.4610885626","0.4277196007",NA,NA,"0.4191854956","0.3900976525","0.6809279652","0.3900991489","0.4438953559","0.490851784","0.530228226",NA,NA,NA,NA,NA,"0.6147300365","0.5473427597","0.5037398029","0.359000488","0.4211585473",NA,NA,NA,"0.443874059","0.2850475716","0.3145737797","0.7473235539",NA,NA,NA,"0.4832335978",NA,"0.4754629099","0.5728481727","0.3500038685","0.2956977165","0.3988979276","0.5724533731","0.6486299761",NA
"root_to_tip_distance","gene_tree_039","Drosophila_melanogaster","39","32","14.8423834978","0.9699813773","1.2585999502",NA,"0.9871243915","0.8938538504","1.1864518307","1.6906119129","1.3758472833","1.2923701847","1.335237341","1.3169650885","1.2995571281",NA,NA,NA,NA,"0.7423294128",NA,"1.1409674186",NA,NA,NA,"0.941022814","1.386416056",NA,NA,NA,"0.3974070602","0.5801942813",NA,"0.8499003768",NA,NA,"0.6492439901","0.782534775","0.8749931509",NA,NA,NA,"0.9763119321",NA,"0.9791473085","1.3287239479","1.3317108259","1.2958620909",NA,NA,NA,NA,NA,"1.2720467125","1.3710369433","1.2334240634",NA,"0.8401841406",NA,NA,"1.3711172142","0.9202025758","0.9192878108",NA,"1.0693883992",NA,NA,NA,"0.8364891194","1.7773275972","1.4297291861","1.5439681107","1.0187779486","0.8299249903","1.6262023329","1.5629346235","1.7525431433",NA
"root_to_tip_distance","gene_tree_040","Drosophila_melanogaster","40","36","39.2713963125","0.7424928038","0.6109541355","17.7299976067","0.7432846728","0.6526405828","0.6548513057","1.5291716372",NA,NA,NA,NA,NA,NA,NA,NA,"0.7915950329","0.6193163436","0.7382220415","0.7794676163","0.5920267937","0.8937009231","0.552495234",NA,NA,NA,NA,"0.84498835","0.6912985877","0.8529486086",NA,"0.6132381454",NA,"0.6522592114","0.575265447","0.5132780837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6838003057",NA,"0.8284739106",NA,"0.7599928993","0.7125177828","0.7906781286",NA,"0.7321322383","0.8410492348",NA,NA,NA,"0.558790673",NA,"0.5585257447",NA,NA,NA,NA,NA,"1.6083846495","13.358804401","1.0047948794","0.5967625248","0.4465838973","0.7114686706","0.9652827137","1.3998582789","0.9658642815"
"root_to_tip_distance","gene_tree_041","Drosophila_melanogaster","41","35","21.3258921088","0.9332506916","1.3727865312",NA,"0.8937658496","0.6546129109","0.9454492334","0.894854784",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5008800197",NA,"0.7236566805","0.6708707209",NA,"0.7379959261",NA,"0.8812465892",NA,NA,NA,"0.3308645415","0.3130161847",NA,"0.5743251621",NA,NA,"0.5078854797","0.4866769123","0.6570988917",NA,NA,"0.9182681829",NA,"0.8486185818","0.8813393805","0.8491959979","0.8830446716","0.8781959029",NA,NA,NA,NA,NA,"1.2108751564","10.399190534","0.8241145826","0.8981051852","0.6562010038",NA,NA,NA,"0.8459123871","0.7503869768","0.8311659205","0.8542918957",NA,NA,NA,NA,"0.9895625953","1.4540776534","0.9826152401","0.8678662986","0.5082735379","0.9039633101","1.3098432674","0.9353966292",NA
"root_to_tip_distance","gene_tree_042","Drosophila_melanogaster","42","37","20.8052593415",NA,"2.260170101",NA,"1.4392237408","1.0087291346","1.6564388881","3.6571626602",NA,NA,NA,NA,NA,NA,NA,"1.0062590753",NA,"0.8202073483",NA,NA,"1.4351421907","1.6378394895","1.2780808523","1.4089127892",NA,NA,NA,NA,"0.3976049275","0.4858451068",NA,"0.9900350681","1.5943751468",NA,"0.9723751327","0.7691856269","1.0192334835",NA,NA,NA,"1.4978286432","1.4608665119","1.4861222972",NA,"1.5910628425","1.5995120623",NA,NA,NA,NA,NA,"2.3272532206",NA,"1.6012845875","1.4314856529","0.9705263361",NA,NA,NA,"1.291338936","1.2290089869","1.6065268631",NA,NA,NA,NA,NA,"3.9249946031",NA,"3.5923619625","1.5388202963","0.860127302","1.4120717558","1.3964019291","3.9875975663","1.690271192"
"root_to_tip_distance","gene_tree_043","Drosophila_melanogaster","43","35","11.0925414622","0.5940813836","0.6640867124","0.4718476499","0.623265673","0.5809343125","0.9703882543","1.3586911868",NA,NA,NA,NA,NA,NA,NA,"0.6537171152",NA,"0.5655215335",NA,"0.8767931267","0.7540713174",NA,NA,"0.6219864205",NA,NA,NA,NA,"0.2692826339","0.2535099992","0.7630624123","0.5281421105",NA,NA,"0.5149186892","0.5386679277","0.574333559",NA,NA,"1.4025002521","0.5212658466","0.5411239784","0.5249209615","1.0842082418","0.773840866","0.7871610874",NA,NA,NA,NA,NA,"1.0251664463",NA,"0.7269577116",NA,"0.5547411542",NA,NA,NA,"0.6161137238","0.5404411048",NA,"0.6894527583",NA,NA,NA,"0.7444369081","1.2879144445","0.69569039","1.0130674198","0.7879487107",NA,"0.678193343","0.6882033441","1.2402694767",NA
"root_to_tip_distance","gene_tree_044","Drosophila_melanogaster","44","33","29.3377125369","1.9712216861","2.3509028313","1.8780760545","2.1008005383","1.7122580018","2.114656486","2.375867779","2.4986102509","2.5008388523",NA,"2.5450044831","2.5062513717",NA,NA,NA,"2.5293474292",NA,"4.2552789946",NA,NA,"4.0702917769","1.9007702577",NA,NA,NA,NA,"2.7210128371",NA,"0.7599679864","2.6467525823","1.679743322",NA,NA,NA,"1.5073112849",NA,"2.4844359477","2.5757694885",NA,NA,NA,NA,"1.7741498132",NA,"1.9106812212","2.5018790573","2.5899195122",NA,"2.5604273067",NA,"6.3067954541",NA,NA,NA,NA,"2.4955713704","2.6318842675","2.5295378609","1.9885424328",NA,"1.8065503197","1.8733892774","3.0549651642",NA,NA,NA,NA,"1.7300401185","2.2221207046","1.5378754952","1.2607401277","1.8853472299","1.8680948854","2.2419698686",NA
"root_to_tip_distance","gene_tree_045","Drosophila_melanogaster","45","21","15.6889893935","0.618264658","1.2800919857","0.7013032141","0.610977499","0.6578399742",NA,"0.9814754399",NA,"1.3549481381","1.2944517797",NA,"1.3650538908",NA,"1.2581785967",NA,NA,"0.7403820941","1.3017108333",NA,"0.7581595634",NA,"0.7276955132","0.5510704803","0.8928313831","1.385714391",NA,"1.2795877683","0.4618449367","1.063969949",NA,NA,"1.2374980599","1.2348251355","0.6524696724","0.6631679061",NA,"1.244923455","1.3493680451","0.9547793039","0.5360556442","0.5517701554","0.5392467629","0.656661151","0.9072734536","0.8740010544",NA,NA,NA,NA,"1.2753717806","1.5068425982",NA,"0.8835509298","0.5928609108","0.9389085837","1.2953957398","1.3150954552","1.3277011001","0.7253398831","0.6107307013","0.7328147651",NA,"1.3582611906","1.2591217469",NA,NA,"1.0508758965",NA,"1.3113452183","0.8759066419","0.5761289064","0.4644850687","0.5582748917","1.0613087728","1.4537259994"
"root_to_tip_distance","gene_tree_046","Drosophila_melanogaster","46","23","19.9927951694","0.7942861718","0.5152074203",NA,"0.6857511773","0.3350903872","0.5522232479","0.6633596922",NA,NA,NA,NA,NA,"0.7245382897",NA,NA,"0.701394772","0.2658004554",NA,"0.5200876113","0.5029803555","0.8563464755","9.0699139944","0.7522223081","0.5467642306",NA,NA,"0.6965981007","0.1874047296","0.2166582686",NA,"0.3985224291","0.5989691716",NA,"0.2497785464","0.3390486446",NA,"0.6727991604","0.681377091","5.8278631699","0.6735487125","0.6678340929","0.6537506852","0.5137795501","0.5304336796","0.5465737471",NA,NA,"0.6332205273",NA,NA,"0.5939824456","0.570515172","0.5571898338","0.653883433","0.3188612287",NA,NA,NA,"0.4717815379","0.5414670179","0.5777524947","0.7283396071","1.0769283516","0.6584929199","0.676701077","0.4662085277","0.6680812651",NA,"0.6149761291","0.5164499152",NA,"0.4826925401","0.4820404948","0.7215854376","0.7836201446"
"root_to_tip_distance","gene_tree_047","Drosophila_melanogaster","47","33","5.0159462857","0.3032866912","0.7042497317","0.5184914599","0.2903863869","0.2453401834","0.3318685453","0.4682401556",NA,NA,NA,NA,NA,NA,NA,"0.237091874",NA,"0.2097626455",NA,"0.4292502239","0.3011245874",NA,NA,"0.2924793144",NA,NA,NA,NA,"0.0429854426","0.1202498651",NA,"0.2404245929",NA,NA,"0.2207823652","0.1845943448","0.2425735783",NA,NA,"0.4442376065","0.2666116568","0.2592965325","0.2621546375","0.3168333577","0.3715733453","0.3791445621",NA,NA,NA,NA,NA,"1.1564805575","0.4989190219","0.3720122639","0.2903863869","0.2226792304",NA,NA,NA,"0.2877047531","0.2359551341","0.2864146894","0.2848510105",NA,NA,NA,"0.3816962119","0.4943786833",NA,"0.6674232077","0.2804287746","0.2045775673","0.4490497964","0.4737485882","0.5002242821",NA
"root_to_tip_distance","gene_tree_048","Drosophila_melanogaster","48","35","4.7264627774","0.3480519766","0.3476338212","0.3153751043","0.311435151","0.1784693104","0.2597064646","0.4417049921",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.1525325801",NA,"0.3054347436","0.2648501661",NA,"0.2979833606","0.3843231315","0.2741770792",NA,NA,NA,"0.0995996057","0.1392962409",NA,"0.1414508858",NA,NA,"0.1417577667","0.2298675792","0.2275004096",NA,NA,"0.3784396532","0.315262592",NA,"0.3075645363",NA,"0.288102988","0.3046716691",NA,NA,NA,NA,NA,"0.3112046805","0.4211314172","0.2757982143",NA,"0.1236400807",NA,NA,NA,"0.2491004851","0.2389164498","0.2513035974","0.3371478742",NA,NA,NA,NA,"0.4127046337","0.2505511975","0.3042277169","0.2325567297","0.2059416001","0.1970531993","0.1980315289","0.3665188761",NA
"root_to_tip_distance","gene_tree_049","Drosophila_melanogaster","49","23","12.9792244594","0.8945234505","0.8907123641","0.5846308359","0.7372739393","0.6746263303","0.6743769341","1.046432132","1.4097719062","1.3688132464",NA,"1.4398556564","1.3900108831",NA,"1.461395536",NA,NA,"0.4385795587","1.4997182867",NA,"1.6478321315","1.2724115934","1.9184338504","0.7969022016","1.7478388002","1.4309005294","1.366824579","1.3278350864","0.1732669314","0.1684470308",NA,"0.5890456744","1.1834348348","1.3991543079","0.444270966","0.3472421473",NA,"1.4098158469","1.4773907986","1.0581300988","0.6857238643",NA,"0.6788500142",NA,NA,"0.5241089802","1.4322147213",NA,"1.3969037153","1.363210204","1.3915280824","0.8210589956",NA,NA,NA,"0.6124824453","1.4087351593","1.3916700716",NA,"0.5775052305",NA,NA,NA,NA,NA,NA,NA,NA,"0.8038887701","0.8307538718","0.4482301118","0.4409300034","0.9123529701","0.9310724664","1.074831543","1.3121334066"
