"row_description","tree","tree_root","gene","num_missing_taxa","tree_length","Abylopsis_tetragona","Acanthoeca_sp","Acropora_digitifera","Agalma_elegans","Aiptasia_pallida","Amphimedon_queenslandica","Aphrocallistes_vastus","Beroe_abyssicola","Beroe_forskalii","Beroe_ovata","Beroe_sp_Antarctica","Beroe_sp_Queensland_Australia","Bolinopsis_ashleyi","Bolinopsis_infundibulum","Bolocera_tuediae","Callianira_Antarctica","Capitella_teleta","Cestum_veneris","Chondrilla_nucula","Cliona_varians","Coeloplana_astericola","Corticium_candelabrum","Craseo_lathetica","Crella_elegans","Ctenophora_sp_Florida_USA","Cydippida_sp","Cydippida_sp_Maryland_USA","Daphnia_pulex","Drosophila_melanogaster","Dryodora_glandiformis","Eunicella_verrucosa","Euplokamis_dunlapae","Eurhamphaea_vexilligera","Hemithris_psittacea","Homo_sapiens","Hormathia_digitata","Hormiphora_californica","Hormiphora_palmata","Hyalonema_populiferum","Hydra_oligactis","Hydra_viridissima","Hydra_vulgaris","Ircinia_fasciculata","Kirkpatrickia_variolosa","Latrunculia_apicalis","Lobata_sp_Punta_Arenas_Argentina","Lobatolampea_tetragona","Mertensiidae_sp_Antarctica","Mertensiidae_sp_Washington_USA","Mnemiopsis_leidyi","Monosiga_brevicolis","Monosiga_ovata","Mycale_phylophylla","Nanomia_bijuga","Nematostella_vectensis","Ocyropsis_crystallina","Ocyropsis_sp_Bimini_Bahamas","Ocyropsis_sp_Florida_USA","Oscarella_carmela","Periphyla_periphyla","Petrosia_ficiformis","Physalia_physalia","Pleurobrachia_bachei","Pleurobrachia_pileus","Pleurobrachia_sp_South_Carolina_USA","Pseudospongosorites_suberitoides","Rossella_fibulata","Salpingoeca_pyxidium","Salpingoeca_rosetta","Spongilla_lacustris","Strongylocentrotus_purpatus","Sycon_ciliatum","Sycon_coactum","Sympagella_nux","Vallicula_sp"
"root_to_tip_distance","gene_tree_050","Drosophila_melanogaster","50","32","11.1526007464","0.8297573483","1.7268295268","0.71653004","0.751638668","0.6934118103","0.7590354034","1.1074425708",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4077342652",NA,"0.9060372826","0.8164673425",NA,"0.6701441298","0.7888533867","1.1394951632",NA,NA,NA,"0.2426009839","0.3946785471",NA,"0.6464586533",NA,NA,"0.4323316468","0.4721332971","0.7059815066",NA,NA,"1.2601573099","0.7866944714","0.8082649003","0.7933869381","1.0268886452","0.919271658","0.8856080357",NA,NA,NA,NA,NA,"1.5170132535","1.3146143503","0.8581593784","0.7964074511","0.7162591087",NA,NA,NA,"0.7599740239","0.6761728801","0.8008883968","0.7240869176",NA,NA,NA,"0.7541761567","1.1658000962",NA,"1.6424684784","0.8209040679","0.3963109869","0.689254597","0.6598380377","1.1964466183",NA
"root_to_tip_distance","gene_tree_051","Drosophila_melanogaster","51","35","6.9559811813",NA,"0.7616504282",NA,"0.3006533818","0.182547072","0.5330569794","0.7182811964",NA,NA,NA,NA,NA,NA,NA,"0.1930858945",NA,"0.2446659127",NA,"0.6248151702","0.4754203433",NA,"0.4232372047",NA,NA,NA,NA,NA,"0.1882335963","0.1299928485",NA,"0.1875333745",NA,NA,"0.2207990292","0.1958643497","0.1752188995",NA,NA,"0.8184604254","0.3010289177",NA,"0.3010289177","0.6045383088","0.5333353654","0.5592078252",NA,NA,NA,NA,NA,"1.0696239356","0.7064253545","0.5779888787","0.3147363492","0.1876348975",NA,NA,NA,"0.3404031653","0.1970753362","0.4898110957","0.3094909832",NA,NA,NA,"0.5722993958","0.6503958749","1.1332483261","0.9004831453","0.5412801067","0.2319368281","0.2956986761","0.2977692881","0.6580009198",NA
"root_to_tip_distance","gene_tree_052","Drosophila_melanogaster","52","38","11.3112778139","0.7328188188","1.5714562274","0.3487069135","0.6767058862","0.3609915351","0.612618819","1.5565783437",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.3344518705",NA,"0.5951460917","0.4511068888",NA,NA,"0.6988256889",NA,NA,NA,NA,"0.1671574403","0.5860215807",NA,"0.4505281159",NA,NA,"0.4175334704","0.1787662314","0.3270971979",NA,NA,"1.5117694981","0.6647753504","0.6014706717","0.5762030113",NA,"0.5738009356","0.5800876235",NA,NA,NA,NA,NA,"1.7305936213",NA,"0.5674826532","0.704040892",NA,NA,NA,NA,"0.4277176003",NA,"0.7101966973","0.6399393966",NA,NA,NA,"0.5070849285","1.6775201572",NA,"3.033018222","0.5237202754","0.3461311859","0.3875889883","0.4320690035","1.6753388039",NA
"root_to_tip_distance","gene_tree_053","Drosophila_melanogaster","53","23","18.7048641827","0.7831870938","1.131058304",NA,"0.7568062924","0.6528479013","1.3383453171","1.2281569806",NA,NA,NA,NA,"1.5889691998",NA,NA,"0.6208157849","1.6693172902","0.5551027997","1.7278900324","1.5342459487","1.1434472714","1.7947411317","0.8183958563","0.7711842343","1.1812631222",NA,NA,"1.7727424047","0.6204685404","4.4810107446","1.7327119639","0.6699256543",NA,NA,"0.6611910738","0.7565540153","0.6639907108","1.8622089269",NA,"1.2971316082",NA,NA,"0.8533278373","0.9563386026","1.173274888","1.157695822","1.6369853888",NA,NA,"1.6597407264","1.6408831239","2.0184664031","1.1281331787","1.2664392316","0.7855216744","0.6221778248","1.6450479944","1.6651210842","1.9497108092","0.9662313338","0.5638944515","1.3049307569",NA,NA,"1.8688122433",NA,NA,"1.2863588546",NA,"1.5338369763","1.346954659",NA,"0.7970326768","0.8085398131","1.2767774814",NA
"root_to_tip_distance","gene_tree_054","Drosophila_melanogaster","54","19","13.2042640489","0.7178696024","1.3873852733","0.5355007132","0.6821791011","0.5712353998","0.7574630603","0.855896767",NA,"1.0143132125","1.0121218449",NA,NA,NA,NA,NA,"0.94088769","0.4011598073",NA,"0.7376724836","0.6313515207","1.0112919237","0.6851117895","0.6678304745","0.6337419771",NA,NA,"0.9626218239","0.3194616342","0.3230162788","0.9687470936","0.5638885626","0.74762456",NA,"0.437680466","0.3983661578","0.6147461599","0.8951843522","0.9028579541","0.7193110491","0.6628062757","0.6463719726","0.6651525399","0.806863603","0.6615882395","0.6965397437",NA,NA,NA,"0.9247101322",NA,"2.0271843885","1.1739821271","0.7424732965","0.690286641","0.6075582388",NA,NA,NA,"0.7056678808","0.571083113","0.7240857411","0.7191192109","0.975661632","0.9231282833","0.940813229",NA,"0.8916617394",NA,"1.7933048351","0.6156192164","0.4998884778","0.7802592133","0.8227726566","0.8754466321","1.0254711257"
"root_to_tip_distance","gene_tree_055","Drosophila_melanogaster","55","30","16.0875329245","1.0454325168","1.9515870276",NA,"1.0754683428","0.7395190732","1.1772228643","1.3473968138","1.5276050088","1.5244625991","1.5111141584","1.5614995875",NA,NA,NA,"0.6866473348",NA,"1.010552579",NA,NA,"1.0217576347",NA,"0.9728881078",NA,NA,NA,NA,"1.4918804688","0.3482807887","0.4949141647","1.6279817062","0.8513993352",NA,"1.5528501501","0.7790908207","0.5751478358","0.7216740665","1.4952262471",NA,NA,NA,"1.236531993","1.037106209",NA,"1.079162849","1.0842857476",NA,"1.7335107509","1.5063247682",NA,"1.5196839072","2.0203063702","2.1180580067",NA,NA,NA,NA,"1.4390337813",NA,"1.044307074",NA,"1.0952430684","1.0066916146","1.5483720547","1.5707240194",NA,NA,"1.3583120745",NA,"2.3441595625",NA,"0.7360564635","1.216574238","1.2164406303",NA,"1.4212690031"
"root_to_tip_distance","gene_tree_056","Drosophila_melanogaster","56","35","14.8548673372","0.5629650557","0.9522599999","0.5228883859","0.5607272081","0.5116151795","0.7107444794",NA,"0.7035035984",NA,NA,"1.4898656553",NA,NA,NA,"0.5215864402","0.8046653602","0.2861158622",NA,"1.1667090111","0.5734748321","0.6845286967",NA,"0.4684902267",NA,NA,NA,"0.8870707201","0.2288239239","0.2756825955",NA,"0.5229770455","0.7409868435","0.7476156383","0.3466036035","0.4567694188","0.5136992847",NA,NA,"1.5479968471",NA,NA,NA,"0.4990330553",NA,NA,"0.7852308333","0.8600277828",NA,"0.7991467542",NA,NA,"0.5471234502","0.6578247079","0.6083653468","0.4896557",NA,NA,NA,"0.7308121492","0.4531253679","0.6059600547","0.5448542541",NA,NA,NA,NA,NA,"1.7607819441",NA,NA,"0.5202414267","1.1920847073",NA,NA,NA
"root_to_tip_distance","gene_tree_057","Drosophila_melanogaster","57","20","16.57069554","0.9950132709","1.5972532582","1.0138015918","0.9467285883","0.8664331196","1.3196413184","1.3481596951",NA,"1.6072058172","1.6073937904","1.5875696807","1.5956757727","1.6074399498","1.5648996821",NA,NA,"0.6445195689",NA,"1.1519624374","1.0264385679",NA,NA,"0.9583578187","1.0826816249","1.5726304804","1.5648996821","1.5295080089","0.459652001","0.8744439267","1.6253277378",NA,"1.5457864245",NA,"0.5070211386","0.6040907246","0.8754619885","1.7383949683","1.5881156848","1.6901682829","0.9726455334","0.8869965397","0.8879403791",NA,"1.0430159086","1.0652759954",NA,NA,NA,NA,NA,"1.9928288939",NA,"1.1388453868","0.9746392575","0.8808785021","1.5596960725",NA,"1.8258957589","1.0287353777",NA,"1.0943077826","0.9671523867","1.6932919803","1.6998389362","1.7001030304",NA,"1.3857636222",NA,"2.0085583766","0.9633163088",NA,"1.0083235405","1.0726697898","1.3766682391","1.4955627196"
"root_to_tip_distance","gene_tree_058","Drosophila_melanogaster","58","36","15.1610397409","0.7005949808","1.2089806399","0.6206690428","0.7197029048","0.6325184428","0.9143998841","0.9857459467",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5006659139",NA,"0.689383311","0.7112048188",NA,"0.6969480226","0.6561484895","0.6757355075",NA,NA,NA,"0.5192066808","0.4832517721",NA,"0.5901366408",NA,NA,"0.390214872","0.4409496026",NA,NA,NA,"0.9097484505",NA,"0.7867109627","0.7869312619","0.6925105402","0.6986499068","0.7318143974",NA,NA,NA,NA,NA,"0.7043131504","1.5072390526","0.7869859149","0.7583603889","0.6167483488",NA,NA,NA,"0.5798423207","0.6913111338",NA,"0.75305091",NA,NA,NA,NA,"1.1700260828","3.3096817627","0.9456948048",NA,"0.4247034624","0.6287671937","0.6192628638","1.1660642649",NA
"root_to_tip_distance","gene_tree_059","Drosophila_melanogaster","59","33","9.3032208325","0.5582846923","0.8657397132",NA,"0.4367978163","0.46476109","0.7015929869","1.1412800655",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.6098140378",NA,"0.8049894484","0.6783629921",NA,"0.5646945382","0.4675301786",NA,NA,NA,NA,"0.2026526293","0.3051461751",NA,"0.4846791454","0.5174760114",NA,"1.0242191132","0.5971017394","0.5560828302",NA,NA,"1.297797672","0.4577323769","0.4424618153","0.464022023","0.6556296358","0.8185412965","0.7131974035",NA,NA,NA,NA,NA,"1.4242276437",NA,"0.76442552","0.438972932","0.4323954711",NA,NA,NA,"0.5974682534","0.417583441","0.9916792083","0.4681160356",NA,NA,NA,"0.6709043476","1.1359429814","0.8480721802","1.3147590148","0.6408584431","0.6156195536","0.6140947067","0.570478575","1.1277035071",NA
"root_to_tip_distance","gene_tree_060","Drosophila_melanogaster","60","35","15.1031075597","0.5232115707","1.5956034742","0.8912102357","0.4512631321","0.5073286807","0.8708426262","0.9237430842",NA,NA,NA,NA,NA,"0.8265214082",NA,"0.4955106266",NA,"0.5095900837",NA,"0.6148629665","0.6582355144",NA,NA,"0.5203835801","0.7256128093",NA,NA,NA,"0.4033266728","0.2646758365",NA,"0.7352452659",NA,NA,"0.4892890565","0.5130610389",NA,NA,NA,NA,NA,NA,"0.4760625705",NA,"0.7435852518","0.8078676883",NA,NA,NA,NA,NA,"0.7709002842","0.653560116","0.7687251557","0.501255187","0.5697194084",NA,NA,NA,"0.7182486126","0.4512229427","0.8204131206","0.4181012744",NA,NA,NA,"0.645481559","1.0398076383","0.7045099097","0.8949757496","0.7863339697","0.4382689437","0.6593928672","0.831026635","0.9754016529",NA
"root_to_tip_distance","gene_tree_061","Drosophila_melanogaster","61","34","11.6468463139","0.8431825632",NA,"0.7252222731","0.8055253058","0.6244830535","0.6564255508","1.144636247",NA,NA,NA,NA,NA,"1.1480857521",NA,"0.6855838333",NA,"0.5110427852",NA,"0.6360353642","0.479331217",NA,"0.5447836482","0.8342039213",NA,NA,NA,NA,"0.1952667429","0.395036349",NA,"0.6345036424",NA,NA,"0.4832682564","0.457207559",NA,NA,NA,"1.0886412109","0.7352970947","0.6729596265","0.7239380521",NA,"0.7233961287","0.6465071964",NA,NA,NA,NA,NA,"0.955028598","0.9233291983","0.7913509774","0.8645332701","0.6431312844",NA,NA,NA,"0.5716945352","0.6346150252","0.6282681635","0.7524767095",NA,NA,NA,NA,"1.1163203891","0.8073851368","1.1706427427","0.6309155842","0.4281503157","0.7517214981","0.7032547351","1.1179520583",NA
"root_to_tip_distance","gene_tree_062","Drosophila_melanogaster","62","37","8.5872855568","0.841457176","0.7741630175","0.737106117","0.843859044","0.5626223137","0.8768066898","0.9317455714",NA,NA,NA,NA,NA,NA,NA,"0.5664101901",NA,"0.5796657445",NA,"0.7417483471","0.689844627",NA,NA,"0.8065260543","0.7495744268",NA,NA,NA,"0.194161922","0.7445179233",NA,"0.508686126",NA,NA,"0.4722266022","0.5670483549","0.5735924432",NA,NA,"0.9203538777","0.7350224263","0.6956257041","0.7470078678",NA,"0.7930068602","0.7799078247",NA,NA,NA,NA,NA,"0.6788334106",NA,"0.7138689658","0.8638278169","0.5692750694",NA,NA,NA,"0.7627886285",NA,"0.8589821763","0.7250354283",NA,NA,NA,"0.7292772618","0.9689013673",NA,"0.8273548069",NA,"0.4739485993","0.8815719713",NA,"0.9901464358",NA
"root_to_tip_distance","gene_tree_063","Drosophila_melanogaster","63","37","7.5269296601","0.6547457095","1.0259946079",NA,"0.4497452265","0.4385446308","0.798863586","0.9041977039",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.5628250553",NA,NA,"0.6122990031",NA,"0.7038344234","0.5467062943",NA,NA,NA,NA,"0.1024479677","0.2997934199",NA,"0.4089176597",NA,NA,"0.53526743","0.4988072615","0.426152573",NA,NA,"0.772550823","0.5072861122","0.4269140446","0.4532595218",NA,"0.7002008782","0.6461863588",NA,NA,NA,NA,NA,"0.915239901",NA,"0.6118395679","0.5178207586","0.3719087414",NA,NA,NA,"0.6723486176","0.5198028301","0.5966701025","0.4381003823",NA,NA,NA,"0.5968495391","0.9482137288","0.8581973458","1.3196864536","0.7295620091","0.5225908633","0.5160143163",NA,"0.9008741229",NA
"root_to_tip_distance","gene_tree_064","Drosophila_melanogaster","64","35","11.9427990674","0.4847970933","1.0042667258",NA,"0.4755623815","0.3631968603","0.5380638688","0.7187238869",NA,NA,NA,"1.1516775671",NA,NA,NA,NA,NA,"0.2196130735",NA,"0.566974675","0.5144077986","1.3621877102",NA,NA,"0.5345780648",NA,NA,NA,"0.1602030004","0.4033920899",NA,"0.4159434561",NA,NA,NA,"0.2118437449",NA,NA,NA,"0.9832431336",NA,NA,"0.4320774775","0.5208935284","0.5286231747","0.5077277066",NA,NA,NA,NA,"1.2172634179","1.7428016203","1.3246425924","0.6060919256",NA,"0.3384844952","1.2547646693","1.2530677141",NA,"0.4977238259",NA,"0.5161288183","0.4654453358","1.0651133529",NA,NA,"0.5252551295",NA,"1.0376859191","3.133671181",NA,"0.2918458023","0.6863243757","0.7228434986","0.6974510847","1.3845210616"
"root_to_tip_distance","gene_tree_065","Drosophila_melanogaster","65","24","18.2025032927","1.2022294053","1.0526381411",NA,"1.1244410152","1.0881839231","0.5702034357","1.1659953055","1.3571458524","1.3142855649",NA,NA,"1.3918997554","1.3162636778",NA,NA,"1.3035827894","1.0041206778","1.4181848838","0.9059283357","0.5498618281",NA,NA,"1.1072182478","0.609475846",NA,NA,"1.3465958836","1.1512894887","0.5690415313","1.4557568654","0.7176105649",NA,"1.3123191062","0.8822569562","0.9498082881",NA,"1.1327220082","0.9652440203","1.5466583827","1.2404415512",NA,"1.2091520602",NA,NA,"0.6700381035",NA,NA,"1.3296297557",NA,NA,"1.1615788423",NA,"0.8825246324","1.0929722539","1.0859221231","1.4444754539","1.4848563769",NA,"0.700676419",NA,"0.8037840011","1.1939625103",NA,"1.1648132621","1.1801295687","0.5084844206","1.2385537631","1.7064248604","1.4349016541",NA,"0.9480733284","0.7242638642","0.717707546","1.1916968107",NA
"root_to_tip_distance","gene_tree_066","Drosophila_melanogaster","66","34","7.2766576244","0.1877916306","0.6577999944",NA,"0.1749244718","0.1661009293","0.4189620666","0.7720147334",NA,NA,NA,NA,NA,NA,NA,"0.1722207075",NA,"0.1099367531",NA,NA,"0.3948318493",NA,NA,"0.1711464849","0.3445616505",NA,NA,NA,"0.0697309856","0.2487913577",NA,"0.1989161771","0.677703334",NA,"0.1369298744","0.0936864474","0.174202678",NA,NA,"0.9116441285","0.2160029361","0.2115235246","0.2160029361","0.2323227259","0.3379897833","0.3625929745",NA,NA,NA,NA,NA,"1.0115911984",NA,"0.3735767321","0.1749243507","0.1467007473",NA,NA,NA,"0.2418417972","0.1491638442","0.4044638487","0.1709428596",NA,NA,NA,"0.2891990155","0.7645382505","0.9492652054","2.3422354412",NA,"0.1681121991","0.506401495","0.5514225783","0.7579187884",NA
"root_to_tip_distance","gene_tree_067","Drosophila_melanogaster","67","31","13.6029481744","0.6885782417","0.9845516108","0.6068004241","0.6335697645","0.5432966635","0.5697084406","0.7282054854",NA,NA,NA,NA,NA,NA,NA,"0.55728074",NA,"0.5564905766",NA,"0.6032458651","0.4840676845",NA,"0.6823111421","0.7019271883","0.5836162607",NA,NA,NA,"0.7758428611","0.7055424319",NA,"0.5598730108",NA,NA,"0.5594358177","0.5866090298","0.5604638991",NA,NA,"0.9453552208","0.8244905566","0.7336414504","0.8259882746","0.5028179803","0.6079840819","0.6107720811",NA,NA,NA,NA,NA,"0.9441293244","0.8453910507","0.5693032421","0.7322357744","0.4970207288",NA,NA,NA,"0.78358458","0.5075770438","0.5363645822","0.6599785948",NA,NA,NA,"0.5109676416","0.7031887661","1.188190088","0.8190265069","0.6406149022",NA,"0.9460194979","0.918397578","0.6840545664",NA
"root_to_tip_distance","gene_tree_068","Drosophila_melanogaster","68","33","15.7411963967","1.0277859211","1.1925178337","0.7230036693","0.8472576485",NA,"0.833494979",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.3003353305","0.6002578752","1.244003316",NA,"1.4254197398","1.5129965065",NA,"1.0355839991",NA,"1.2003637552",NA,"1.3240629557","0.308498949","0.4460117724","1.2836456917","0.9420879709","1.4248737156","1.2062050372","0.6199967503","0.5368482027",NA,NA,NA,"1.0089617482",NA,NA,NA,NA,"0.7841832737","0.7529921349","1.2373259995","1.3650480276","1.3167681214",NA,"1.2072450386",NA,"1.3853430654","0.8341498512","0.9255233353","0.7926271405","1.1985078944","1.2076685138",NA,"0.8692355487","0.9587861089",NA,"1.1066459979",NA,NA,NA,"0.7483410445",NA,"2.5574235932","1.4002326684",NA,"0.5548908205",NA,NA,NA,"1.5384446839"
"root_to_tip_distance","gene_tree_069","Drosophila_melanogaster","69","34","27.4548127843","1.3678386979","1.8650364339","1.0478962712","1.3458759895","0.905127489","1.0964122302","2.2008323383",NA,NA,NA,NA,NA,"1.5918592831",NA,NA,NA,"1.1144949866",NA,"1.3022237999","1.2691871689",NA,"0.9648598445","1.3492154536","1.118660073",NA,NA,NA,"0.5169348747","0.8274276849",NA,"0.9225647162",NA,NA,"0.8496763356","0.6770148657",NA,NA,NA,"2.5107219891","1.3039633224","1.2786610025","1.3089168007","1.9010665188","1.4339815836","1.4165277754",NA,NA,NA,NA,NA,"1.3100362266","1.7193031047","1.2386950599","1.3737695417","1.0948698852",NA,NA,NA,"0.9985715247","1.0119338552","1.0709169757","1.3321946877",NA,NA,NA,NA,NA,"1.6204787602","1.7088699366","1.1098244651","0.9315739851","1.0610079636","1.1243210673",NA,NA
"root_to_tip_distance","gene_tree_070","Drosophila_melanogaster","70","36","4.461660671","0.1517474083","0.430877397",NA,"0.1601487253","0.122057693","0.2765044656","0.3461276469",NA,NA,NA,NA,NA,NA,NA,"0.1246563304",NA,"0.1843625353",NA,"0.1766133224","0.3404712549",NA,"0.1608188238","0.1712543272",NA,NA,NA,NA,"0.0739553981","0.0806050512",NA,"0.0724794275",NA,NA,"0.2193213964","0.1845238318","0.1398390649",NA,NA,"0.3665106054","0.1706156362",NA,"0.1824430841",NA,"0.2209019491","0.2471623116",NA,NA,NA,NA,NA,"0.2973749534","0.2124636564","0.2197564265",NA,"0.102150692",NA,NA,NA,"0.271656217","0.1269298434","0.7266957868","0.1663604093",NA,NA,NA,"0.2158999502",NA,"0.2680159813","0.379436724","0.2354847976","0.1852278465","0.2333764123","0.2102544929","0.325239005",NA
"root_to_tip_distance","gene_tree_071","Drosophila_melanogaster","71","32","26.8516293795",NA,"0.7860912595","5.086317615",NA,NA,"0.7944180777",NA,"0.8868110042",NA,NA,NA,"0.8657059142","0.8484256193","0.8230482176","3.0177683106","0.8512978556","0.2304020933",NA,"0.6251460668","0.7438906965","0.7356240607","3.2793110182",NA,NA,NA,NA,"0.8870820892","0.0878411775","0.1572222996",NA,"0.4529072014","0.5945585574","0.8853885668","0.2537551747","0.3116944929",NA,"0.9360062525",NA,"3.4521981836",NA,NA,NA,"1.0151871213",NA,NA,"0.9675038533","1.0809415693",NA,"6.8396148132",NA,"0.9630709489","0.9002266172",NA,NA,NA,"0.8292596248",NA,NA,"0.6168479327","0.5443551013","0.7052271201","3.3688998197","2.3247488272","0.9447000181",NA,"0.7832877861",NA,"3.6856584475","1.0721095414","0.7469115567","0.3492521986","0.7908388732",NA,NA,NA
"root_to_tip_distance","gene_tree_072","Drosophila_melanogaster","72","36","18.049032143","1.289807324","1.4564260508",NA,NA,"0.9151086205",NA,"0.9663356981","1.3849555447","1.4275232389","1.3764399244",NA,"1.3909491654",NA,NA,NA,"1.2280366692","0.8825924281",NA,NA,NA,"1.2955121298",NA,NA,NA,NA,NA,"1.2488802296","1.1734015424","1.1051637851","1.6715372089","0.5883028061",NA,"1.3440404133",NA,"0.8772533385","0.9697948834","1.4566860893",NA,NA,NA,NA,"1.3057774484",NA,NA,NA,NA,NA,NA,NA,"1.3729745983","1.65288643",NA,"0.968039399","1.3375077888","1.0408784961","1.3940232549","1.3954009779",NA,"0.7737779266",NA,NA,NA,NA,"1.5341284663",NA,"0.6539792928","0.9957146058",NA,"1.1430113599","0.9431157678","0.8784153053","1.1193852341","1.0784117846","1.1016879967","1.282857255"
"root_to_tip_distance","gene_tree_073","Drosophila_melanogaster","73","37","10.0665709766","0.4926816865","1.6851147493","0.4241851349","0.5508783579","0.4633338136","0.7581507851","1.1746744959","0.8886324781",NA,NA,NA,NA,NA,NA,NA,NA,"0.2959754319","0.8499338795",NA,"0.6150620301","0.8162992829","0.5417291332",NA,NA,NA,NA,"0.8836941623","0.2251365651","0.3702226293",NA,NA,NA,NA,NA,"0.341317348",NA,"0.9146038475",NA,NA,NA,NA,"0.5360044202",NA,"0.8644634892",NA,NA,NA,NA,NA,"0.8496934157","1.6351155923",NA,"0.7877157064","0.5398965817","0.4310370459","0.817486099",NA,NA,"0.6121872976","0.4183411257","0.5416931547","0.5555726217","0.9194162428","0.91289623",NA,NA,"1.1686903842",NA,"1.7347173074",NA,"0.2825460497","0.5800756851","0.5742528918","1.2529609248",NA
"root_to_tip_distance","gene_tree_074","Drosophila_melanogaster","74","25","12.7887309291",NA,"1.3637003242","0.3509506439","0.5150513765","0.4105158974","0.913414133","1.313658086","1.2464649608","1.2708824271",NA,"1.2627356739","1.2974452927",NA,NA,"0.3984998512",NA,"0.3891418032",NA,NA,NA,"1.1000753551",NA,"0.5479816484","0.9220506841","1.2022469699","1.1827568606","1.1808562503","0.2867765237","0.3410192585","1.2400158161","0.4477541519",NA,"1.2331529759",NA,"0.2631565049",NA,"1.4174405076","1.4507501807","1.4337549156",NA,NA,"0.5082410454",NA,NA,"0.9310691522",NA,NA,"1.1994958469","1.1827584355","1.2540735388","1.7920686637",NA,"0.9432084883",NA,"0.3670842737","1.2214530655","1.2103458091","1.4451257486","0.9763843427",NA,NA,NA,"1.3789036589","1.3834114978","1.3756909152",NA,"1.2916964985","2.3112107354","1.5470445098","0.9693074835",NA,"1.0095084749","0.8671246323","1.2985237284","1.113857553"
"root_to_tip_distance","gene_tree_075","Drosophila_melanogaster","75","29","8.0268871529","0.7126530193","0.5584145381",NA,"0.623138713","0.4840119682","0.8080192134","0.7399197678",NA,NA,NA,NA,NA,"0.6503864833",NA,"0.4819517527",NA,"0.2844679156",NA,"0.5598684287",NA,NA,NA,"0.7170273028","0.7471805406",NA,NA,NA,"0.1932590596","0.2429616543",NA,"0.480022519",NA,NA,"0.2827318891","0.3298618158","0.5084392374","0.6895507452","0.7105475669","0.7323819792","0.6395684307","0.6435341891","0.6626495309",NA,"0.7312553948","0.724643921",NA,NA,NA,NA,NA,"0.5124800471","0.5153907533","0.71096018","0.5956061755","0.3696694752",NA,NA,NA,"0.5241543105","0.4182071146",NA,"0.5236917017","0.7498842249","0.7338814611","0.7257076011","0.773785204","0.7689631261","0.5601783794","0.5772706966","0.6457417766","0.3486209693","0.5344183022","0.5649124297","0.7922046093",NA
"root_to_tip_distance","gene_tree_076","Drosophila_melanogaster","76","34","8.3689036667","0.3289200474","1.1416429537","0.2871324751","0.3001035136","0.3063438178","0.3784600362","0.5229435545",NA,NA,NA,NA,NA,NA,NA,"0.3388084223",NA,"0.2016693758",NA,NA,"0.2951483118","0.4283261173",NA,"0.3112486317","0.4072608328",NA,NA,"1.5709020856","0.2982149373","0.2972412473",NA,"0.3075972588","0.3855816382",NA,"0.2167935255","0.3002950617",NA,"0.4351795535","0.4423499609",NA,NA,NA,"0.2836884793",NA,"0.3940065749","0.4525959501",NA,NA,NA,NA,NA,"1.1535476875",NA,"0.5023476011",NA,"0.2802808189",NA,NA,NA,"0.3987864209","0.3052754767",NA,"0.3316307337","0.4947641765","0.4485919043","0.4441711235",NA,NA,NA,"1.0978116152","0.375251273","0.1334289508","0.3630063326","0.3948683874","0.5085463344","0.4461420557"
"root_to_tip_distance","gene_tree_077","Drosophila_melanogaster","77","33","11.5440488817","0.4891517752","0.7368861562","0.6163559151","0.4037376003","0.3344808038","0.3005941018","0.7184563766",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.4988355791",NA,"0.4104400718","0.5806822071",NA,"0.4966261571","0.4317930937","0.3325023041",NA,NA,NA,NA,"0.296042064",NA,"0.3398426187","0.4517425074",NA,"0.3651671328","0.3595880828","0.3781044216",NA,NA,NA,"0.4173868445","0.4010243857","0.4099200988","0.4255763245","0.3451932889","0.3785639897",NA,NA,NA,NA,NA,"0.568392542","0.5238821499","0.3762134363","0.4690114142","0.359359647",NA,NA,NA,"0.3264619247","0.5559977408",NA,"0.3779553021",NA,NA,NA,"0.2787340546","0.7773644097","2.1131814759","0.5181330777","0.3718420382","0.3349479392","0.5003481287","0.5024783588","0.7401716178",NA
