"gene_tree","Choanoflagellata","Opisthokonta","Outgroup","ingroup_ intercept_estimate","ingroup_ intercept_std.error","ingroup_ intercept_t.value","ingroup_ intercept_Pr","ingroup_ x_estimate","ingroup_ x_std.error","ingroup_ x_t.value","ingroup_ x_Pr","ingroup_ residual_std_error","ingroup_ degrees_of_freedom","ingroup_ multiple_r_squared","ingroup_ adjusted_r_squared","ingroup_ f.statistic_value","ingroup_ f.statistic_p.value","outgroup_ intercept_estimate","outgroup_ intercept_std.error","outgroup_ intercept_t.value","outgroup_ intercept_Pr","outgroup_ x_estimate","outgroup_ x_std.error","outgroup_ x_t.value","outgroup_ x_Pr","outgroup_ residual_std_error","outgroup_ degrees_of_freedom","outgroup_ multiple_r_squared","outgroup_ adjusted_r_squared","outgroup_ f.statistic_value","outgroup_ f.statistic_p.value","branch_length_to_outgroup"
13,"Paraphyletic","Monophyletic","Monophyletic",-6.71598639359962,0.26401370843313,-25.4380215082683,1.87823196029347e-46,0.0434064431713888,0.00428371345121361,10.1329007333792,3.39562409397473e-17,1.3494887239265,104,0.496796133088907,0.491957634368608,102.675677272518,3.39562409397458e-17,-6.46092512493148,0.189529200225328,-34.0893388314318,1.10605187555927e-71,0.0292673102956132,0.00219215133067853,13.350953415499,3.94292587976918e-27,1.15093164150204,147,0.548037130472959,0.544962553129238,178.247957102824,3.94292587976954e-27,0.0098405416
15,"Monophyletic","One_taxon","Monophyletic",-4.60436835474512,0.0223153964668219,-206.331460953016,2.17722058142045e-146,0.0260433972857501,0.000336832176048651,77.3186148403722,4.98069640021227e-99,0.118348706475915,112,0.981609703327296,0.981445504249861,5978.16820083382,4.98069640021241e-99,-4.4896039049435,0.0161666562130904,-277.707637607102,1.00790744684694e-208,0.0213747249593268,0.000179784950382129,118.890512881613,1.21584506600843e-152,0.100150061476813,153,0.989291678890501,0.989221689863642,14134.9540532531,1.2158450660085e-152,0.0795810189
20,"Monophyletic","Zero_taxa","Monophyletic",-5.38226388346675,0.225027901394415,-23.9182068095328,1.61336741711474e-44,0.0388453066767126,0.00358400724803886,10.8385123099203,7.18779495589765e-19,1.16116856941919,106,0.525670508673396,0.521195702151446,117.473349092293,7.18779495589744e-19,-5.25242635417725,0.202482593953948,-25.9401376267031,8.36455870504556e-51,0.0350129482455346,0.00288058217450921,12.1548166739941,1.35377201782792e-22,1.10675850839037,119,0.553871963115785,0.550122988015918,147.739568378404,1.3537720178279e-22,0.2346000485
22,"Paraphyletic","Monophyletic","Monophyletic",-4.85519330066345,0.171971302627257,-28.232578497047,4.0049896243152e-51,0.0333370460347069,0.00273897766122113,12.1713464504286,7.49581611137926e-22,0.887390720063848,106,0.582909807124587,0.578974993984253,148.14167441636,7.49581611137911e-22,-4.90162888993747,0.174495365860458,-28.0903098243723,4.46935503530555e-60,0.0276249349581498,0.0020736554645953,13.3218538131363,7.7986142139751e-27,1.04517172573903,143,0.553782876059298,0.550662476591181,177.471789018575,7.7986142139751e-27,0.0775245217
25,"Monophyletic","Monophyletic","Monophyletic",-3.96690792726982,0.0206516341529084,-192.086877866328,4.33152374715144e-128,0.0285517775731384,0.000355035133845079,80.4195834477527,2.71014270605419e-91,0.102484690429744,98,0.985073056881144,0.984920741135034,6467.30940191005,2.71014270605419e-91,-3.87889827741671,0.0214129125648972,-181.147626025219,5.96982856846754e-167,0.0216997113002602,0.000261645927213824,82.9354063765978,2.91556958698473e-120,0.126456483917792,139,0.980191759813531,0.980049254488449,6878.28163085142,2.91556958698473e-120,0.038573526
26,"Paraphyletic","Monophyletic","Monophyletic",-5.60317752052415,0.37042347443334,-15.1264104660097,3.30734961593811e-26,0.0600750066120538,0.00706991418824032,8.49727521615171,4.44089278289465e-13,1.74245059759725,88,0.450699280754346,0.444457227126554,72.2036860990261,4.44089278289465e-13,-4.99492991823034,0.273265728524844,-18.2786547921476,4.050277974838e-37,0.037630781992551,0.00370497872469019,10.1568145970117,4.87225880271707e-18,1.53068988835305,125,0.452140969613342,0.447758097370249,103.16088275807,4.87225880271703e-18,0.0784882505
29,"Paraphyletic","Paraphyletic","Monophyletic",-9.12837534307938,0.364825836654368,-25.021186620967,3.24417671122811e-47,0.0697915091762562,0.00560442073909348,12.4529389254143,9.66527053588858e-23,1.91756383758017,110,0.585024183546564,0.58125167612426,155.075687880098,9.665270535889e-23,-8.51753219050317,0.292241267184082,-29.1455490614815,3.14858398078978e-65,0.0465794890102218,0.0031685592654725,14.7005263615531,2.56601662754376e-31,1.83382677169605,157,0.579207461721285,0.576527254471102,216.105475306717,2.56601662754362e-31,0.0278841328
30,"Monophyletic","One_taxon","Monophyletic",-8.32265989689433,0.362455763498986,-22.9618638604366,4.29435551192911e-42,0.0684424503619766,0.00599325618943404,11.4199106793797,5.99838225267274e-20,1.83485669586829,102,0.561128666778979,0.556826006649361,130.414359925011,5.99838225267296e-20,-7.45145819609844,0.281880597842962,-26.4348034349272,6.56843526364646e-57,0.0447506980336953,0.00334979235235326,13.359245387929,6.23693840695531e-27,1.688375100663,143,0.555167666371269,0.552056950751488,178.469437334903,6.23693840695513e-27,0.0598197562
31,"Monophyletic","Zero_taxa","Monophyletic",-14.7356447251735,0.354460996440457,-41.571977941581,3.45440153931845e-63,0.142025214803671,0.00621717896305025,22.8439965533807,1.35589152027844e-40,1.7410820899869,96,0.844622023118575,0.84300350252606,521.848178530868,1.35589152027846e-40,-13.6323495542949,0.31336290340587,-43.5033930504473,2.67745848584856e-81,0.0993637590730184,0.00394019138860124,25.2180032067661,6.31608996684442e-53,1.82387880059414,135,0.824890842144447,0.823593737271443,635.947685736465,6.31608996684469e-53,0.012476915
33,"Monophyletic","Zero_taxa","Monophyletic",-5.37003226760202,0.268541494888864,-19.9970297693636,7.13615571693541e-35,0.0461967546332389,0.00501487011037567,9.21195437099332,1.24612923690016e-14,1.27739481784445,90,0.485302831896018,0.479583974472641,84.8601033332629,1.24612923690019e-14,-5.24903282609846,0.246806802312944,-21.2677802107044,1.07049531969637e-38,0.0415661930894264,0.00420130920481528,9.89362864361086,1.86666464403583e-16,1.23099076645963,99,0.497165557133324,0.492086421346792,97.8838877376771,1.86666464403592e-16,0.303861543
34,"Paraphyletic","Monophyletic","Monophyletic",-5.36901095378702,0.191540797207705,-28.0306390704061,5.37095806932929e-54,0.0391565383444875,0.0027474873998693,14.251762663716,2.04505427043565e-27,1.04256196119047,118,0.63252781450197,0.629413643438427,203.11273902289,2.04505427043552e-27,-5.0300271920253,0.145901934964787,-34.4753974184049,3.12082936000077e-76,0.0286346740828904,0.00154326631327185,18.5545902457902,7.86270877024502e-42,0.92709339479394,161,0.68136025947653,0.679381130653403,344.272819189172,7.86270877024513e-42,0.2215482348
37,"Monophyletic","Zero_taxa","Monophyletic",-5.02065662082841,0.311016169058258,-16.1427511503042,6.91780855935928e-27,0.0515717428045593,0.0065099488245297,7.92198897328276,1.14969535674534e-11,1.39532518568353,80,0.439610734030081,0.432605868205457,62.7579092928135,1.14969535674536e-11,-4.56088176293278,0.224848094469454,-20.2842802546071,8.61251775888365e-40,0.0335807596748321,0.0033074242154874,10.1531456163338,1.11763125658568e-17,1.20826503480886,115,0.472685972266071,0.468100632894472,103.086365906478,1.11763125658565e-17,0.1071127111
38,"Paraphyletic","Monophyletic","Monophyletic",-5.21940716177884,0.210257364730468,-24.8238969820139,2.40570744834149e-47,0.0351464129947519,0.0031736584110309,11.0744158453194,1.06474873284034e-19,1.11509052415367,112,0.522678495720876,0.518416696575527,122.642686315062,1.06474873284037e-19,-5.02040415221253,0.151209405838593,-33.2016657586202,2.10888092423806e-73,0.0284407373357133,0.00161918198652174,17.5648800273579,4.47736445804587e-39,0.95485071410797,159,0.659911242240699,0.657772319235923,308.525010375476,4.47736445804555e-39,0.0889276163
39,"Monophyletic","Monophyletic","Monophyletic",-4.79822819768128,0.151198246934473,-31.734681419691,8.29097648678508e-58,0.0314622497699568,0.00228221060761342,13.785866065559,7.02321051007316e-26,0.801873136008382,112,0.629200590161126,0.625889881144707,190.050103177532,7.02321051007305e-26,-4.50720816661988,0.113300597932457,-39.7809742302227,3.03476529803157e-83,0.0210979937805299,0.00124401038721643,16.9596604637187,3.80832087274901e-37,0.706438000229997,155,0.649820457448724,0.647561234593554,287.630083044624,3.80832087274912e-37,0.1204427109
40,"Monophyletic","Zero_taxa","Monophyletic",-5.4785441670061,0.209865350640896,-26.1050437829564,6.75979124048212e-41,0.0494397088048222,0.004392738476752,11.2548718906157,3.66754801929378e-18,0.941527928397495,80,0.61291347974243,0.608074898239211,126.672141274172,3.66754801929386e-18,-5.12631225732035,0.14488981058677,-35.3807644344345,1.1551796520899e-65,0.0341473744344361,0.00202793555992549,16.8384908816781,1.67115205240944e-33,0.798558692182972,121,0.70089098038989,0.698419005021211,283.534775172357,1.67115205240937e-33,0.0723406049
