"id","dataset","matrix_name","dataset_id","model","tree_topology","Plac_present","gcf_branch_files","gcf_stat_files","MET_ID","MET_gCF","MET_gCF_N","MET_gDF1","MET_gDF1_N","MET_gDF2","MET_gDF2_N","MET_gDFP","MET_gDFP_N","MET_gN","MET_Length","KEY_ID","KEY_gCF","KEY_gCF_N","KEY_gDF1","KEY_gDF1_N","KEY_gDF2","KEY_gDF2_N","KEY_gDFP","KEY_gDFP_N","KEY_gN","KEY_Length","CTEN_ID","CTEN_gCF","CTEN_gCF_N","CTEN_gDF1","CTEN_gDF1_N","CTEN_gDF2","CTEN_gDF2_N","CTEN_gDFP","CTEN_gDFP_N","CTEN_gN","CTEN_Length","CTEN_monophyly","PORI_ID","PORI_gCF","PORI_gCF_N","PORI_gDF1","PORI_gDF1_N","PORI_gDF2","PORI_gDF2_N","PORI_gDFP","PORI_gDFP_N","PORI_gN","PORI_Length","PORI_monophyly"
"Nosenko2013.ribosomal_14615_smatrix.C60.PORI","Nosenko2013","ribosomal_14615_smatrix","Nosenko2013.ribosomal_14615_smatrix","C60","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Nosenko2013.ribosomal_14615_smatrix.C60.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Nosenko2013.ribosomal_14615_smatrix.C60.PORI.gcf.cf.stat","79","18.39","16","0","0","0","0","81.61","71","87","0.067279","78","0","0","4.65","4","0","0","95.35","82","86","0.00550768","110","95.59","65","0","0","0","0","4.41","3","68","0.409244","Monophyletic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Paraphyletic"
"Philippe2009.Philippe_etal_superalignment_FixedNames.C60.CTEN_PORI","Philippe2009","Philippe_etal_superalignment_FixedNames","Philippe2009.Philippe_etal_superalignment_FixedNames","C60","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2009.Philippe_etal_superalignment_FixedNames.C60.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2009.Philippe_etal_superalignment_FixedNames.C60.CTEN_PORI.gcf.cf.stat","61","25","32","0","0","0","0","75","96","128","0.0695976","71","2.36","3","0.79","1","1.57","2","95.28","121","127","0.00338297","80","94.59","105","0","0","0","0","5.41","6","111","0.393487","Monophyletic","72","1.61","2","0","0","3.23","4","95.16","118","124","0.0132154","Monophyletic"
"Philippe2009.Philippe_etal_superalignment_FixedNames.C60.CTEN","Philippe2009","Philippe_etal_superalignment_FixedNames","Philippe2009.Philippe_etal_superalignment_FixedNames","C60","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2009.Philippe_etal_superalignment_FixedNames.C60.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2009.Philippe_etal_superalignment_FixedNames.C60.CTEN.gcf.cf.stat","62","24.41","31","1.57","2","1.57","2","72.44","92","127","0.059046","61","1.57","2","0.79","1","2.36","3","95.28","121","127","0.0132842","72","94.59","105","0","0","0","0","5.41","6","111","0.384014","Monophyletic","74","1.6","2","0","0","0","0","98.4","123","125","0.0156103","Monophyletic"
"Philippe2009.Philippe_etal_superalignment_FixedNames.C60.PORI","Philippe2009","Philippe_etal_superalignment_FixedNames","Philippe2009.Philippe_etal_superalignment_FixedNames","C60","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2009.Philippe_etal_superalignment_FixedNames.C60.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2009.Philippe_etal_superalignment_FixedNames.C60.PORI.gcf.cf.stat","62","25","32","0","0","0","0","75","96","128","0.0681873","61","0.79","1","1.57","2","2.36","3","95.28","121","127","0.00553826","80","94.59","105","0","0","0","0","5.41","6","111","0.395221","Monophyletic","72","1.6","2","0.8","1","2.4","3","95.2","119","125","0.0141569","Monophyletic"
"Philippe2011.UPDUNN_MB_FixedNames.C60.CTEN_PORI","Philippe2011","UPDUNN_MB_FixedNames","Philippe2011.UPDUNN_MB_FixedNames","C60","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2011.UPDUNN_MB_FixedNames.C60.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2011.UPDUNN_MB_FixedNames.C60.CTEN_PORI.gcf.cf.stat","81","15.22","21","0.72","1","0","0","84.06","116","138","0.150499","148","2.56","3","0","0","5.13","6","92.31","108","117","0.020005","149","96.49","55","0","0","0","0","3.51","2","57","0.800604","Monophyletic","150","7.5","3","12.5","5","2.5","1","77.5","31","40","0.0412682","Monophyletic"
"Philippe2011.UPDUNN_MB_FixedNames.C60.CTEN","Philippe2011","UPDUNN_MB_FixedNames","Philippe2011.UPDUNN_MB_FixedNames","C60","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2011.UPDUNN_MB_FixedNames.C60.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2011.UPDUNN_MB_FixedNames.C60.CTEN.gcf.cf.stat","81","11.76","14","0.84","1","0","0","87.39","104","119","0.139174","82","5.13","6","0","0","2.56","3","92.31","108","117","0.0137175","150","96.49","55","0","0","0","0","3.51","2","57","0.806447","Monophyletic","149","12.96","7","1.85","1","0","0","85.19","46","54","0.0576041","Monophyletic"
"Philippe2011.UPDUNN_MB_FixedNames.C60.PORI","Philippe2011","UPDUNN_MB_FixedNames","Philippe2011.UPDUNN_MB_FixedNames","C60","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2011.UPDUNN_MB_FixedNames.C60.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Philippe2011.UPDUNN_MB_FixedNames.C60.PORI.gcf.cf.stat","81","15.56","21","0.74","1","1.48","2","82.22","111","135","0.145","82","0","0","5.13","6","2.56","3","92.31","108","117","0.0134649","149","96.55","56","0","0","0","0","3.45","2","58","0.819464","Monophyletic","150","12.96","7","1.85","1","0","0","85.19","46","54","0.053039","Monophyletic"
"Ryan2013.REA_EST_includingXenoturbella.C60.CTEN_PORI","Ryan2013","REA_EST_includingXenoturbella","Ryan2013.REA_EST_includingXenoturbella","C60","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Ryan2013.REA_EST_includingXenoturbella.C60.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Ryan2013.REA_EST_includingXenoturbella.C60.CTEN_PORI.gcf.cf.stat","110","69.78","157","0","0","0.44","1","29.78","67","225","0.411789","65","3.99","14","5.98","21","9.12","32","80.91","284","351","0.0106802","112","98.2","109","0","0","0","0","1.8","2","111","0.793391","Monophyletic","64","7.19","10","5.76","8","4.32","6","82.73","115","139","0.0253212","Monophyletic"
"Ryan2013.REA_EST_includingXenoturbella.C60.CTEN","Ryan2013","REA_EST_includingXenoturbella","Ryan2013.REA_EST_includingXenoturbella","C60","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Ryan2013.REA_EST_includingXenoturbella.C60.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Ryan2013.REA_EST_includingXenoturbella.C60.CTEN.gcf.cf.stat","110","70.28","149","1.42","3","1.42","3","26.89","57","212","0.381172","109","9.12","32","3.99","14","5.98","21","80.91","284","351","0.0346828","112","98.2","109","0","0","0","0","1.8","2","111","0.766994","Monophyletic","64","6.8","10","2.72","4","2.72","4","87.76","129","147","0.0305358","Monophyletic"
"Ryan2013.REA_EST_includingXenoturbella.C60.PORI","Ryan2013","REA_EST_includingXenoturbella","Ryan2013.REA_EST_includingXenoturbella","C60","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Ryan2013.REA_EST_includingXenoturbella.C60.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Ryan2013.REA_EST_includingXenoturbella.C60.PORI.gcf.cf.stat","112","69.68","154","0.9","2","0.9","2","28.51","63","221","0.399683","65","5.98","21","3.99","14","9.12","32","80.91","284","351","0.0174701","110","98.25","112","0","0","0","0","1.75","2","114","0.803227","Monophyletic","64","6.38","9","9.93","14","8.51","12","75.18","106","141","0.0220797","Monophyletic"
"Whelan2015.Dataset10.C60.CTEN_PORI","Whelan2015","Dataset10","Whelan2015.Dataset10","C60","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2015.Dataset10.C60.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2015.Dataset10.C60.CTEN_PORI.gcf.cf.stat","88","17.86","15","0","0","0","0","82.14","69","84","0.198612","97","1.12","1","1.12","1","2.25","2","95.51","85","89","0.00855533","116","80.65","50","0","0","0","0","19.35","12","62","0.813528","Monophyletic","98","1.12","1","2.25","2","1.12","1","95.51","85","89","0.0238265","Monophyletic"
"Whelan2015.Dataset10.C60.CTEN","Whelan2015","Dataset10","Whelan2015.Dataset10","C60","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2015.Dataset10.C60.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2015.Dataset10.C60.CTEN.gcf.cf.stat","89","17.86","15","1.19","1","1.19","1","79.76","67","84","0.160891","88","2.25","2","1.12","1","1.12","1","95.51","85","89","0.0470355","98","80.65","50","0","0","0","0","19.35","12","62","0.770975","Monophyletic","107","1.12","1","0","0","0","0","98.88","88","89","0.0282168","Monophyletic"
"Whelan2015.Dataset10.C60.PORI","Whelan2015","Dataset10","Whelan2015.Dataset10","C60","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2015.Dataset10.C60.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2015.Dataset10.C60.PORI.gcf.cf.stat","89","17.86","15","0","0","1.19","1","80.95","68","84","0.197393","88","1.12","1","2.25","2","1.12","1","95.51","85","89","0.011198","116","80.65","50","0","0","0","0","19.35","12","62","0.815209","Monophyletic","98","1.12","1","0","0","0","0","98.88","88","89","0.0257107","Monophyletic"
"Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN_PORI","Whelan2017","Metazoa_Choano_RCFV_strict","Whelan2017.Metazoa_Choano_RCFV_strict","C60","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN_PORI.gcf.cf.stat","112","69.12","47","0","0","0","0","30.88","21","68","0.406125","90","2.53","2","10.13","8","7.59","6","79.75","63","79","0.00187379","89","65.52","19","0","0","0","0","34.48","10","29","0.777549","Monophyletic","116","12.66","10","2.53","2","5.06","4","79.75","63","79","0.0247976","Monophyletic"
"Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN","Whelan2017","Metazoa_Choano_RCFV_strict","Whelan2017.Metazoa_Choano_RCFV_strict","C60","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN.gcf.cf.stat","130","59.09","26","0","0","2.27","1","38.64","17","44","0.357039","90","10.13","8","2.53","2","7.59","6","79.75","63","79","0.0511156","89","65.52","19","0","0","0","0","34.48","10","29","0.724138","Monophyletic","112","11.11","13","2.56","3","6.84","8","79.49","93","117","0.0258169","Monophyletic"
"Whelan2017.Metazoa_Choano_RCFV_strict.C60.PORI","Whelan2017","Metazoa_Choano_RCFV_strict","Whelan2017.Metazoa_Choano_RCFV_strict","C60","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2017.Metazoa_Choano_RCFV_strict.C60.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_c60/Whelan2017.Metazoa_Choano_RCFV_strict.C60.PORI.gcf.cf.stat","130","69.12","47","0","0","0","0","30.88","21","68","0.403998","111","7.59","6","10.13","8","2.53","2","79.75","63","79","0.0119962","89","65.52","19","0","0","0","0","34.48","10","29","0.776619","Monophyletic","112","11.11","13","8.55","10","3.42","4","76.92","90","117","0.0210992","Monophyletic"
"Borowiec2015.Best108.Partition.CTEN_PORI","Borowiec2015","Best108","Borowiec2015.Best108","Partition","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Borowiec2015.Best108.Partition.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Borowiec2015.Best108.Partition.CTEN_PORI.gcf.cf.stat","59","98.97","96","0","0","0","0","1.03","1","97","0.421568","60","14.13","13","10.87","10","18.48","17","56.52","52","92","0.0340318","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip"
"Borowiec2015.Best108.Partition.CTEN","Borowiec2015","Best108","Borowiec2015.Best108","Partition","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Borowiec2015.Best108.Partition.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Borowiec2015.Best108.Partition.CTEN.gcf.cf.stat","60","98.91","91","0","0","0","0","1.09","1","92","0.384526","59","18.48","17","10.87","10","14.13","13","56.52","52","92","0.0501476","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip"
"Borowiec2015.Best108.Partition.PORI","Borowiec2015","Best108","Borowiec2015.Best108","Partition","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Borowiec2015.Best108.Partition.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Borowiec2015.Best108.Partition.PORI.gcf.cf.stat","60","98.91","91","0","0","1.09","1","0","0","92","0.40445","59","10.87","10","18.48","17","14.13","13","56.52","52","92","0.0236885","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip"
"Chang2015.Chang_AA.Partition.CTEN_PORI.noPlac","Chang2015","Chang_AA","Chang2015.Chang_AA","Partition","CTEN_PORI","noPlac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Chang2015.Chang_AA.Partition.CTEN_PORI.noPlac.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Chang2015.Chang_AA.Partition.CTEN_PORI.noPlac.gcf.cf.stat","80","36.5","73","0","0","0","0","63.5","127","200","0.0960166","129","2.5","5","8.5","17","2.5","5","86.5","173","200","0.0084961","142","97.87","184","0","0","0","0","2.13","4","188","0.272173","Monophyletic","130","8.5","17","1.5","3","4.5","9","85.5","171","200","0.0126918","Monophyletic"
"Chang2015.Chang_AA.Partition.CTEN.noPlac","Chang2015","Chang_AA","Chang2015.Chang_AA","Partition","CTEN","noPlac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Chang2015.Chang_AA.Partition.CTEN.noPlac.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Chang2015.Chang_AA.Partition.CTEN.noPlac.gcf.cf.stat","80","36.5","73","3.5","7","2.5","5","57.5","115","200","0.0682069","81","8.5","17","2.5","5","2.5","5","86.5","173","200","0.0280878","142","97.87","184","0","0","0","0","2.13","4","188","0.249746","Monophyletic","130","8.5","17","1.5","3","1.5","3","88.5","177","200","0.0141235","Monophyletic"
"Chang2015.Chang_AA.Partition.PORI.noPlac","Chang2015","Chang_AA","Chang2015.Chang_AA","Partition","PORI","noPlac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Chang2015.Chang_AA.Partition.PORI.noPlac.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Chang2015.Chang_AA.Partition.PORI.noPlac.gcf.cf.stat","80","36.5","73","0","0","0","0","63.5","127","200","0.0884308","81","2.5","5","8.5","17","2.5","5","86.5","173","200","0.00860556","130","97.87","184","0","0","0","0","2.13","4","188","0.279708","Monophyletic","134","8.5","17","1.5","3","1.5","3","88.5","177","200","0.0139532","Monophyletic"
"Dunn2008.Dunn2008_FixedNames.Partition.CTEN_PORI","Dunn2008","Dunn2008_FixedNames","Dunn2008.Dunn2008_FixedNames","Partition","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Dunn2008.Dunn2008_FixedNames.Partition.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Dunn2008.Dunn2008_FixedNames.Partition.CTEN_PORI.gcf.cf.stat","79","19.74","15","0","0","3.95","3","76.32","58","76","0.0928535","84","7.41","2","7.41","2","7.41","2","77.78","21","27","0.0260688","85","100","15","0","0","0","0","0","0","15","0.507503","Monophyletic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip"
"Dunn2008.Dunn2008_FixedNames.Partition.CTEN","Dunn2008","Dunn2008_FixedNames","Dunn2008.Dunn2008_FixedNames","Partition","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Dunn2008.Dunn2008_FixedNames.Partition.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Dunn2008.Dunn2008_FixedNames.Partition.CTEN.gcf.cf.stat","80","19.72","14","0","0","5.63","4","74.65","53","71","0.0781069","79","7.41","2","7.41","2","7.41","2","77.78","21","27","0.046713","85","100","53","0","0","0","0","0","0","53","0.517306","Monophyletic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip"
"Dunn2008.Dunn2008_FixedNames.Partition.PORI","Dunn2008","Dunn2008_FixedNames","Dunn2008.Dunn2008_FixedNames","Partition","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Dunn2008.Dunn2008_FixedNames.Partition.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Dunn2008.Dunn2008_FixedNames.Partition.PORI.gcf.cf.stat","80","28.57","8","0","0","3.57","1","67.86","19","28","0.0901098","79","7.41","2","7.41","2","7.41","2","77.78","21","27","0.0037318","85","100","53","0","0","0","0","0","0","53","0.531607","Monophyletic","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Single_tip"
"Laumer2018.Tplx_BUSCOeuk.Partition.CTEN_PORI.noPlac","Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","Partition","CTEN_PORI","noPlac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Laumer2018.Tplx_BUSCOeuk.Partition.CTEN_PORI.noPlac.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Laumer2018.Tplx_BUSCOeuk.Partition.CTEN_PORI.noPlac.gcf.cf.stat","102","53.58","157","0","0","0","0","46.42","136","293","0.293466","82","1.66","5","5.98","18","2.33","7","90.03","271","301","0.0220144","83","70.19","113","0","0","0","0","29.81","48","161","0.51032","Monophyletic","88","4.68","14","1.67","5","2.68","8","90.97","272","299","0.0212391","Monophyletic"
"Laumer2018.Tplx_BUSCOeuk.Partition.CTEN.noPlac","Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","Partition","CTEN","noPlac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Laumer2018.Tplx_BUSCOeuk.Partition.CTEN.noPlac.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Laumer2018.Tplx_BUSCOeuk.Partition.CTEN.noPlac.gcf.cf.stat","88","53.42","156","0","0","0","0","46.58","136","292","0.227099","82","5.98","18","1.66","5","2.33","7","90.03","271","301","0.0593749","83","70.63","113","0","0","0","0","29.38","47","160","0.461735","Monophyletic","94","4.68","14","0.67","2","2.34","7","92.31","276","299","0.0259237","Monophyletic"
"Laumer2018.Tplx_BUSCOeuk.Partition.PORI.noPlac","Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","Partition","PORI","noPlac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Laumer2018.Tplx_BUSCOeuk.Partition.PORI.noPlac.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Laumer2018.Tplx_BUSCOeuk.Partition.PORI.noPlac.gcf.cf.stat","88","53.58","157","0","0","0","0","46.42","136","293","0.275593","87","2.33","7","5.98","18","1.66","5","90.03","271","301","0.0205158","82","70.19","113","0","0","0","0","29.81","48","161","0.530629","Monophyletic","94","4.7","14","1.68","5","3.69","11","89.93","268","298","0.025497","Monophyletic"
"Moroz2014.ED3d.Partition.CTEN_PORI","Moroz2014","ED3d","Moroz2014.ED3d","Partition","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Moroz2014.ED3d.Partition.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Moroz2014.ED3d.Partition.CTEN_PORI.gcf.cf.stat","54","60.61","20","6.06","2","6.06","2","27.27","9","33","0.192745","56","9.76","4","21.95","9","14.63","6","53.66","22","41","0.0195882","57","100","25","0","0","0","0","0","0","25","0.395771","Monophyletic","67","27.27","3","9.09","1","9.09","1","54.55","6","11","0.054305","Monophyletic"
"Moroz2014.ED3d.Partition.CTEN","Moroz2014","ED3d","Moroz2014.ED3d","Partition","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Moroz2014.ED3d.Partition.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Moroz2014.ED3d.Partition.CTEN.gcf.cf.stat","55","57.14","16","7.14","2","7.14","2","28.57","8","28","0.178062","54","21.95","9","14.63","6","9.76","4","53.66","22","41","0.0348942","57","93.48","43","0","0","0","0","6.52","3","46","0.394491","Monophyletic","67","23.08","3","7.69","1","0","0","69.23","9","13","0.0694622","Monophyletic"
"Moroz2014.ED3d.Partition.PORI","Moroz2014","ED3d","Moroz2014.ED3d","Partition","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Moroz2014.ED3d.Partition.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Moroz2014.ED3d.Partition.PORI.gcf.cf.stat","55","64.71","11","0","0","0","0","35.29","6","17","0.175381","54","14.63","6","21.95","9","9.76","4","53.66","22","41","0.0242405","65","93.62","44","0","0","0","0","6.38","3","47","0.41176","Monophyletic","57","23.08","3","0","0","7.69","1","69.23","9","13","0.0515079","Monophyletic"
"Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN_PORI","Nosenko2013","nonribosomal_9187_smatrix","Nosenko2013.nonribosomal_9187_smatrix","Partition","CTEN_PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN_PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN_PORI.gcf.cf.stat","78","22.86","8","0","0","0","0","77.14","27","35","0.0521455","87","0","0","0","0","11.43","4","88.57","31","35","0.00499421","108","61.54","16","0","0","0","0","38.46","10","26","0.169507","Monophyletic","88","0","0","0","0","3.03","1","96.97","32","33","0.0111168","Monophyletic"
"Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN","Nosenko2013","nonribosomal_9187_smatrix","Nosenko2013.nonribosomal_9187_smatrix","Partition","CTEN","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN.gcf.cf.stat","79","22.86","8","2.86","1","0","0","74.29","26","35","0.0331493","78","11.43","4","0","0","0","0","88.57","31","35","0.0271295","88","61.54","16","0","0","0","0","38.46","10","26","0.153898","Monophyletic","91","0","0","0","0","0","0","100","33","33","0.0121668","Monophyletic"
"Nosenko2013.nonribosomal_9187_smatrix.Partition.PORI","Nosenko2013","nonribosomal_9187_smatrix","Nosenko2013.nonribosomal_9187_smatrix","Partition","PORI","Plac","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Nosenko2013.nonribosomal_9187_smatrix.Partition.PORI.gcf.cf.branch","/Users/caitlincherryh/Documents/C4_Ancient_ILS/06_cf_analyses/gcf_partition/Nosenko2013.nonribosomal_9187_smatrix.Partition.PORI.gcf.cf.stat","79","22.86","8","0","0","0","0","77.14","27","35","0.0516619","78","0","0","11.43","4","0","0","88.57","31","35","0.00737867","108","61.54","16","0","0","0","0","38.46","10","26","0.17186","Monophyletic","88","0","0","0","0","3.03","1","96.97","32","33","0.0116887","Monophyletic"
