"dataset","matrix_name","dataset_id","model","id","topology","KEY_node","KEY_q1","KEY_f1","KEY_pp1","KEY_QC","KEY_EN","KEY_branch_length","CTEN_q1","CTEN_f1","CTEN_pp1","CTEN_QC","CTEN_EN","CTEN_branch_length","CTEN_monophyly","PORI_q1","PORI_f1","PORI_pp1","PORI_QC","PORI_EN","PORI_branch_length","PORI_monophyly","Plac_present"
"Whelan2017","Metazoa_Choano_RCFV_strict","Whelan2017.Metazoa_Choano_RCFV_strict","C60","Whelan2017.Metazoa_Choano_RCFV_strict.C60.PORI","PORI",113,0.367432145048316,29.027139458817,0.449583887119718,62700,79,0.0452681817327724,"0.739832304338081","5.178826130366567","0.9471596196576767","420","7.0","1.70532536006177","Monophyletic","0.41222195231213327","47.40552451589532","0.8846239716620236","3420","115.0","0.171184382181099","Monophyletic","Plac"
"Whelan2017","Metazoa_Choano_RCFV_strict","Whelan2017.Metazoa_Choano_RCFV_strict","C60","Whelan2017.Metazoa_Choano_RCFV_strict.C60.CTEN_PORI","CTEN_PORI",92,0.266562174273,21.058411767567,0.113473329823923,62700,79,0,"0.739832304338081","5.178826130366567","0.9471596196576767","420","7.0","1.70779648813678","Monophyletic","0.7747234452629498","90.64264309576512","1.0","6600","117.0","0.305016747208645","Monophyletic","Plac"
"Borowiec2015","Best108","Borowiec2015.Best108","Partition","Borowiec2015.Best108.Partition.CTEN","CTEN",61,0.444653299205837,40.908103526937,0.953886962046094,64,92,0.174124986328098,NA,NA,NA,NA,NA,NA,"Single_tip",NA,NA,NA,NA,NA,NA,"Single_tip","Plac"
"Borowiec2015","Best108","Borowiec2015.Best108","Partition","Borowiec2015.Best108.Partition.PORI","PORI",61,0.237995673409947,21.8956019537151,0.013966680837278,64,92,0,NA,NA,NA,NA,NA,NA,"Single_tip",NA,NA,NA,NA,NA,NA,"Single_tip","Plac"
"Borowiec2015","Best108","Borowiec2015.Best108","Partition","Borowiec2015.Best108.Partition.CTEN_PORI","CTEN_PORI",61,0.317351027384216,29.1962945193479,0.0321463571166291,64,92,0,NA,NA,NA,NA,NA,NA,"Single_tip",NA,NA,NA,NA,NA,NA,"Single_tip","Plac"
"Chang2015","Chang_AA","Chang2015.Chang_AA","Partition","Chang2015.Chang_AA.Partition.CTEN","CTEN",82,0.391619580202453,78.3239160404906,0.877687376988823,28665,200,0.0882923819878203,"0.9910028599080533","186.308537662714","1.0","2232","188.0","3.84619724123653","Monophyletic","0.41045529083273863","82.09105816654773","0.9647476725517113","28812","200.0","0.119481794427133","Monophyletic","noPlac"
"Chang2015","Chang_AA","Chang2015.Chang_AA","Partition","Chang2015.Chang_AA.Partition.PORI","PORI",82,0.321374056776022,64.2748113552045,0.0783561122999687,28665,200,0,"0.9911951107930911","186.34468082910112","1.0","4312","188.0","3.859717044455","Monophyletic","0.4072732734539047","81.45465469078094","0.9564254942387855","20412","200.0","0.114144041901021","Monophyletic","noPlac"
"Chang2015","Chang_AA","Chang2015.Chang_AA","Partition","Chang2015.Chang_AA.Partition.CTEN_PORI","CTEN_PORI",130,0.287006363021524,57.4012726043049,0.0439565107112025,28665,200,0,"0.9916228614451792","186.4250979516937","1.0","3016","188.0","3.89047041305199","Monophyletic","0.4354920332444739","87.09840664889478","0.9954671737192925","12180","200.0","0.162504940560456","Monophyletic","noPlac"
"Dunn2008","Dunn2008_FixedNames","Dunn2008.Dunn2008_FixedNames","Partition","Dunn2008.Dunn2008_FixedNames.Partition.CTEN","CTEN",81,0.390272331137658,10.5373529407168,0.470914136598936,660,27,0.0666752560858765,"1.0","53.0","1.0","336","53.0","3.58351893845611","Monophyletic",NA,NA,NA,NA,NA,NA,"Single_tip","Plac"
"Dunn2008","Dunn2008_FixedNames","Dunn2008.Dunn2008_FixedNames","Partition","Dunn2008.Dunn2008_FixedNames.Partition.PORI","PORI",81,0.235225352136955,6.3510845076978,0.13343275964705,660,27,0,"1.0","53.0","1.0","385","53.0","3.58351893845611","Monophyletic",NA,NA,NA,NA,NA,NA,"Single_tip","Plac"
"Dunn2008","Dunn2008_FixedNames","Dunn2008.Dunn2008_FixedNames","Partition","Dunn2008.Dunn2008_FixedNames.Partition.CTEN_PORI","CTEN_PORI",85,0.374502316725387,10.1115625515854,0.395653103754013,660,27,0.042584850540137,"1.0","15.0","0.999999907077714","61","15.0","2.36712361413162","Monophyletic",NA,NA,NA,NA,NA,NA,"Single_tip","Plac"
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","Partition","Laumer2018.Tplx_BUSCOeuk.Partition.CTEN","CTEN",84,0.430397010444647,129.549500143839,0.999193722565277,17010,301,0.154851671331018,"0.9106467479114411","145.70347966583057","1.0","1470","160.0","1.94831388348309","Monophyletic","0.3713098570996752","111.02164727280288","0.788478044633955","18954","299.0","0.0566848938830597","Monophyletic","noPlac"
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","Partition","Laumer2018.Tplx_BUSCOeuk.Partition.PORI","PORI",89,0.300453768590099,90.4365843456197,0.000495740771451493,17010,301,0,"0.9102377567061293","146.5482788296868","1.0","2970","161.0","1.94441082737601","Monophyletic","0.3748666597642031","111.71026460973252","0.828986360686551","12474","298.0","0.0623216603760388","Monophyletic","noPlac"
"Laumer2018","Tplx_BUSCOeuk","Laumer2018.Tplx_BUSCOeuk","Partition","Laumer2018.Tplx_BUSCOeuk.Partition.CTEN_PORI","CTEN_PORI",84,0.269149220965255,81.0139155105417,0.000310536663271613,17010,301,0,"0.9093289965769845","146.4019684488945","1.0","2550","161.0","1.93498650345187","Monophyletic","0.3964399509538722","118.53554533520779","0.965257286483915","11016","299.0","0.0972575740899536","Monophyletic","noPlac"
"Moroz2014","ED3d","Moroz2014.ED3d","Partition","Moroz2014.ED3d.Partition.CTEN","CTEN",56,0.468048916650064,19.1900055826526,0.877332068440708,6831,41,0.205005718624779,"0.5003307439835223","32.52149835892895","0.9882540671422566","648","65.0","2.99598559844451","Monophyletic","NaN","0.0","0.33333333333333337","555","0.0","0.183110491062334","Monophyletic","Plac"
"Moroz2014","ED3d","Moroz2014.ED3d","Partition","Moroz2014.ED3d.Partition.PORI","PORI",56,0.329627492306832,13.5147271845801,0.0890038074020313,6831,41,0,"0.495099973854685","25.745198640443622","0.9745974506010197","164","52.0","3.01703900764235","Monophyletic","0.6666666666666666","2.0","0.6666666666666666","160","3.0","0.222249707344789","Monophyletic","Plac"
"Moroz2014","ED3d","Moroz2014.ED3d","Partition","Moroz2014.ED3d.Partition.CTEN_PORI","CTEN_PORI",57,0.202323591043103,8.29526723276723,0.0336641241572612,6831,41,0,"1.0","1.0","0.6666666666666665","888","1.0","2.85263142991332","Monophyletic","0.6666666666666666","2.0","0.6666666666666666","160","3.0","0.205628437119898","Monophyletic","Plac"
"Nosenko2013","nonribosomal_9187_smatrix","Nosenko2013.nonribosomal_9187_smatrix","Partition","Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN","CTEN",80,0.487076813944464,17.0476884880562,0.91347118752083,30240,35,0.236127926736309,"0.3117220463140878","3.7406645557690537","0.29375576260867514","134","12.0","1.0697207443712","Monophyletic","0.9979166666666667","14.96875","0.9999998944748032","68","15.0","0.0543351018146798","Monophyletic","Plac"
"Nosenko2013","nonribosomal_9187_smatrix","Nosenko2013.nonribosomal_9187_smatrix","Partition","Nosenko2013.nonribosomal_9187_smatrix.Partition.PORI","PORI",80,0.26397304961518,9.23905673653132,0.0454554442655767,30240,35,0,"0.03","0.06","0.16578880973807836","68","2.0","1.11198603414596","Monophyletic","0.25390625","2.03125","0.22904393018399533","68","8.0","0.0409573677196788","Monophyletic","Plac"
"Nosenko2013","nonribosomal_9187_smatrix","Nosenko2013.nonribosomal_9187_smatrix","Partition","Nosenko2013.nonribosomal_9187_smatrix.Partition.CTEN_PORI","CTEN_PORI",88,0.248950136440356,8.71325477541245,0.0410733682135945,30240,35,0,"0.3117220463140878","3.7406645557690537","0.29375576260867514","134","12.0","1.15532603970858","Monophyletic","0.03","0.06","0.16578880973807836","68","2.0","0.118946337917754","Monophyletic","Plac"
"Nosenko2013","ribosomal_14615_smatrix","Nosenko2013.ribosomal_14615_smatrix","Partition","Nosenko2013.ribosomal_14615_smatrix.Partition.CTEN","CTEN",78,0.375027506442686,32.252365554071,0.59798631064992,28560,86,0.0577088492502855,"0.9883845078569363","67.21014653427167","1.0","1650","68.0","3.24650764270897","Monophyletic","0.36366405252803213","30.91144446488273","0.4948864379733462","25704","85.0","0.0399401970967331","Monophyletic","noPlac"
"Nosenko2013","ribosomal_14615_smatrix","Nosenko2013.ribosomal_14615_smatrix","Partition","Nosenko2013.ribosomal_14615_smatrix.Partition.PORI","PORI",78,0.315971005409752,27.1735064652387,0.210225078205057,28560,86,0,"0.9868914473684209","67.10861842105263","1.0","3162","68.0","3.19133384031159","Monophyletic","0.3692169253867711","31.38343865787554","0.5399097498642111","20520","85.0","0.0485450301027538","Monophyletic","noPlac"
"Nosenko2013","ribosomal_14615_smatrix","Nosenko2013.ribosomal_14615_smatrix","Partition","Nosenko2013.ribosomal_14615_smatrix.Partition.CTEN_PORI","CTEN_PORI",86,0.309001488147562,26.5741279806903,0.191788611145028,28560,86,0,"0.9862286594711274","67.06354884403666","1.0","2772","68.0","3.16778439967814","Monophyletic","0.3659402541146197","30.738981345628055","0.5019519484708906","17248","84.0","0.043380067749041","Monophyletic","noPlac"
"Philippe2009","Philippe_etal_superalignment_FixedNames","Philippe2009.Philippe_etal_superalignment_FixedNames","Partition","Philippe2009.Philippe_etal_superalignment_FixedNames.Partition.CTEN","CTEN",61,0.395212497127732,50.1919871352219,0.790698859509128,9207,127,0.0923207368099933,"0.9739643950170266","108.11004784688996","1.0","880","111.0","2.95463690560393","Monophyletic","0.3905246306694823","48.81557883368529","0.7791435373205126","7812","125.0","0.0846191605404116","Monophyletic","noPlac"
"Philippe2009","Philippe_etal_superalignment_FixedNames","Philippe2009.Philippe_etal_superalignment_FixedNames","Partition","Philippe2009.Philippe_etal_superalignment_FixedNames.Partition.PORI","PORI",61,0.334871670720124,42.5287021814558,0.150098932065727,9207,127,0,"0.9748319748319748","108.2063492063492","1.0","1240","111.0","2.97970493764695","Monophyletic","0.38727889225035","48.40986153129375","0.748196134975053","6732","125.0","0.0793764613185267","Monophyletic","noPlac"
