"Borowiec2015.Best108"	"Chang2015.Chang_AA"	"Dunn2008.Dunn2008_FixedNames"	"Hejnol2009.Hejnol_etal_2009_FixedNames"	"Laumer2018.Tplx_phylo_d1"	"Laumer2019.nonbilateria_MARE_BMGE"	"Moroz2014.ED3d"	"Nosenko2013.nonribosomal_9187_smatrix"	"Nosenko2013.ribosomal_14615_smatrix"	"Philippe2009.Philippe_etal_superalignment_FixedNames"	"Philippe2011.UPDUNN_MB_FixedNames"	"Pick2010.Pick2010"	"Ryan2013.REA_EST_includingXenoturbella"	"Simion2017.supermatrix_97sp_401632pos_1719genes"	"Whelan2015.Dataset10_CertainPruned_LBAtaxa_LBAandHeteroGenesPruned"	"Whelan2017.Metazoa_Choano_RCFV_strict"
NA	"Pleurobrachia_pileus"	"Strongylocentrotus_purpuratus"	"Mytilus_galloprovincialis"	"TARD_Rvar"	NA	NA	"Protero_sp"	"Protero_sp"	NA	"Priapulus_caudatus"	"Oscarella_"	"Terebratalia_transversa"	"Spongilla_lacustris"	"Saccoglossus_kowalevskii"	"Ocyropsis_sp_Florida_USA"
NA	"Pocillopora_damicornis"	"Terebratalia_transversa"	"Myzostoma_seymourcollegiorum"	"XENO_XbJC"	NA	NA	"Saccogl_ko"	"Saccogl_ko"	NA	"Ptychodera_flava"	"Pachydicty"	"Trichoplax_adhaerens"	"Kirkpatrickia_variolosa"	"Salpingoeca_rosetta"	"Oscarella_carmela"
NA	"Polypodium_hydriforme"	"Themiste_lageniformis"	"Nematostella_vectensis"	NA	NA	NA	"Scutige_co"	"Scutige_co"	NA	"Reniera_sp"	"Paraplanoc"	"Xenoturbella_bocki"	"Latrunculia_apicalis"	"Sphaeroforma_arctica"	"Periphyla_periphyla"
NA	"Porites_australiensis"	"Trichinella_spiralis"	"Nemertoderma_westbladi"	NA	NA	NA	"Sphaero_ar"	"Sphaero_ar"	NA	"Richtersius_coronifer"	"Phoronis_v"	"Xiphinema_index"	"Mycale_phyllophila"	"Spizellomyces_punctatus"	"Petrosia_ficiformis"
NA	"Saccoglossus_kowalevskii"	"Urechis_caupo"	"Neochildia_fusca"	NA	NA	NA	"Spizell_pu"	"Spizell_pu"	NA	"Saccharomyces_cerevisiae"	"Platynerei"	NA	"Chondrilla_nucula"	"Spongilla_alba"	"Physalia_physalia"
NA	"Salpingoeca_sp_atcc50818"	"Xenoturbella_bocki"	"Onychiurus_arcticus"	NA	NA	NA	"Strongy_pu"	"Strongy_pu"	NA	"Saccoglossus_kowalevskii"	"Pleurobrac"	NA	"Ircinia_fasciculata"	"Strongylocentrotus_purpuratus"	"Pleurobrachia_bachei"
NA	"Sphaeroforma_arctica_jp610"	"Xiphinema_index"	"Oscarella_carmela"	NA	NA	NA	"Suberit_do"	"Suberit_do"	NA	"Schmidtea_mediterranea"	"Podocoryne"	NA	"Pleraplysilla_spinifera"	"Sycon_ciliatum"	"Pleurobrachia_pileus"
NA	"Sphaeromyxa_zaharoni"	NA	"Paraplanocera_sp"	NA	NA	NA	"Sycon_cili"	"Suberit_fu"	NA	"Scutigera_coleoptrata"	"Priapulus_"	NA	"Aphrocallistes_vastus"	"Sycon_coactum"	"Pleurobrachia_sp_South_Carolina_USA"
NA	"Stephanoeca_diplocostata"	NA	"Pedicellina_cernua"	NA	NA	NA	"Sycon_raph"	"Sycon_raph"	NA	"Spadella_cephaloptera"	"Proterospo"	NA	"Euplectella_aspergillum"	"Sympagella_nux"	"Pseudospongosorites_suberitoides"
NA	"Stomolophus_meleagris"	NA	"Pedicellina_sp"	NA	NA	NA	"Tethya_wil"	"Tethya_wil"	NA	"Sphaeroforma_arctica"	"Ptychodera"	NA	"Rossella_fibulata"	"Tethya_wilhelma"	"Rossella_fibulata"
NA	"Strigamia_maritima"	NA	"Philodina_roseola"	NA	NA	NA	"Trichop_ad"	"Trichop_ad"	NA	"Spinochordodes_tellinii"	"Richtersiu"	NA	"Sympagella_nux"	"Trichoplax_adhaerens"	"Salpingoeca_pyxidium"
NA	"Strongylocentrotus_purpuratus"	NA	"Phoronis_vancouverensis"	NA	NA	NA	"Trichop_H4"	"Trichop_H4"	NA	"Strongylocentrotus_purpuratus"	"Saccogloss"	NA	"Hyalonema_populiferum"	"Tubulanus_polymorphus"	"Salpingoeca_rosetta"
NA	"Sycon_ciliatum"	NA	"Platynereis_dumerilii"	NA	NA	NA	"Tubifex_tu"	"Tubifex_tu"	NA	"Symsagittifera_roscoffensis"	"Schmidtea_"	NA	"Clathrina_coriacea"	"Vallicula_sp"	"Spongilla_lacustris"
NA	"Sycon_coactum"	NA	"Pleurobrachia_pileus"	NA	NA	NA	"Xenotur_bo"	"Xenotur_bo"	NA	"Terebratalia_transversa"	"Scutigera_"	NA	"Grantia_compressa"	NA	"Strongylocentrotus_purpatus"
NA	"Tetracapsuloides_bryosalmonae"	NA	"Priapulus_caudatus"	NA	NA	NA	NA	NA	NA	"Themiste_lageniformis"	"Sphaerofor"	NA	"Sycon_ciliatum"	NA	"Sycon_ciliatum"
NA	"Thelohanellus_kitauei"	NA	"Ptychodera_flava"	NA	NA	NA	NA	NA	NA	"Trichinella_spiralis"	"Spinochord"	NA	"Sycon_coactum"	NA	"Sycon_coactum"
NA	"Trichoplax_adhaerens"	NA	"Richtersius_coronifer"	NA	NA	NA	NA	NA	NA	"Turbanella_ambronensis"	"Strongyloc"	NA	"Leuconia_nivea"	NA	"Sympagella_nux"
NA	"Tripedalia_cystophora"	NA	"Saccharomyces_cerevisiae"	NA	NA	NA	NA	NA	NA	"Urechis_caupo"	"Suberites_"	NA	"Leucosolenia_complicata"	NA	"Trichoplax_adhaerens"
NA	"Urticina_eques"	NA	"Saccoglossus_kowalevskii"	NA	NA	NA	NA	NA	NA	"Xenoturbella_bocki"	"Sycon_raph"	NA	"Corticium_candelabrum"	NA	"Vallicula_sp"
NA	"Vallicula_multiformis"	NA	"Schmidtea_mediterranea"	NA	NA	NA	NA	NA	NA	"Xiphinema_index"	"Terebratal"	NA	"Plakina_jani"	NA	NA
NA	NA	NA	"Scutigera_coleoptrata"	NA	NA	NA	NA	NA	NA	NA	"Themiste_l"	NA	"Oscarella_carmela"	NA	NA
NA	NA	NA	"Spadella_cephaloptera"	NA	NA	NA	NA	NA	NA	NA	"Trichinell"	NA	"Oscarella_species"	NA	NA
NA	NA	NA	"Sphaeroforma_arctica"	NA	NA	NA	NA	NA	NA	NA	"Trichoplax"	NA	"Beroe_abyssicola"	NA	NA
NA	NA	NA	"Spinochordodes_tellinii"	NA	NA	NA	NA	NA	NA	NA	"Urechis_ca"	NA	"Beroe_sp."	NA	NA
NA	NA	NA	"Strongylocentrotus_purpuratus"	NA	NA	NA	NA	NA	NA	NA	"Xenoturbel"	NA	"Bolinopsis_infundibulum"	NA	NA
NA	NA	NA	"Suberites_domuncula"	NA	NA	NA	NA	NA	NA	NA	"Xiphinema_"	NA	"Cestum_veneris"	NA	NA
NA	NA	NA	"Symbion_pandora"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mnemiopsis_leidyi"	NA	NA
NA	NA	NA	"Symsagittifera_roscoffensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Dryodora_glandiformis"	NA	NA
NA	NA	NA	"Taenia_solium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Hormiphora_californensis"	NA	NA
NA	NA	NA	"Terebratalia_transversa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pleurobrachia_species"	NA	NA
NA	NA	NA	"Themiste_lageniformis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Lampea_pancerina"	NA	NA
NA	NA	NA	"Trichinella_spiralis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Coeloplana_species"	NA	NA
NA	NA	NA	"Trichoplax_adhaerens"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Vallicula_multiformis"	NA	NA
NA	NA	NA	"Turbanella_ambronensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Euplokamis_dunlapae"	NA	NA
NA	NA	NA	"Urechis_caupo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Capsaspora_owczarzaki_atcc30864"	NA	NA
NA	NA	NA	"Xenoturbella_bocki"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Ministeria_vibrans"	NA	NA
NA	NA	NA	"Xiphinema_index"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Amoebidium_parasiticum_JAP72"	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Creolimax_fragrantissima"	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Sphaeroforma_arctica_JP610"	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Pirum_gemmata"	NA	NA
